refcat,antig_bi,sin_reforma,e_ref_media,i_ref_minima,o_ref_total,r_ref_integral
1846703UG4914N,1994.0,0.0,,,,
1846704UG4914N,1994.0,0.0,,,,
1846705UG4914N,1994.0,0.0,,,,
1846706UG4914N,1994.0,0.0,,,,
1846707UG4914N,1994.0,0.0,,,,
1846708UG4914N,1994.0,0.0,,,,
1846709UG4914N,1994.0,0.0,,,,
1846710UG4914N,1994.0,0.0,,,,
1846711UG4914N,1994.0,0.0,,,,
1846712UG4914N,1994.0,0.0,,,,
1846713UG4914N,1994.0,0.0,,,,
1846714UG4914N,1994.0,0.0,,,,
1846715UG4914N,1994.0,0.0,,,,
1846716UG4914N,1994.0,0.0,,,,
1846717UG4914N,1994.0,0.0,,,,
1846718UG4914N,1994.0,0.0,,,,
1846719UG4914N,1994.0,0.0,,,,
1846720UG4914N,1994.0,0.0,,,,
1846721UG4914N,1994.0,0.0,,,,
1846722UG4914N,1998.0,0.0,,,,
1846723UG4914N,1998.0,0.0,,,,
1846724UG4914N,1998.0,0.0,,,,
1846725UG4914N,1998.0,0.0,,,,
1846726UG4914N,1998.0,0.0,,,,
1846727UG4914N,1997.0,0.0,,,,
1846728UG4914N,1997.0,0.0,,,,
1846729UG4914N,1997.0,0.0,,,,
1846730UG4914N,1997.0,0.0,,,,
1846731UG4914N,1997.0,0.0,,,,
1846732UG4914N,1994.0,0.0,,,,
1846733UG4914N,1994.0,0.0,,,,
1846734UG4914N,1994.0,0.0,,,,
1849901UG4914N,2002.0,0.0,2018.0,,2014.0,
1852801UG4915S,2000.0,0.0,,,,
1854501UG4915S,2001.0,0.0,2020.0,,2010.0,
1854502UG4915S,2002.0,0.0,,,2007.0,
1854503UG4915S,2000.0,0.0,,,,
1854504UG4915S,2000.0,0.0,,,2018.0,
1856401UG4915N,2002.0,0.0,,,2017.0,
1858401UG4915N,2009.0,0.0,,,2019.0,
1858402UG4915N,2009.0,0.0,2018.0,2012.0,2016.0,
1860801UG4916S,2008.0,0.0,2019.0,,2017.0,
1861301UG4916S,2018.0,0.0,,,,
1861302UG4916S,2008.0,0.0,,,,
1864401UG4916S,2010.0,0.0,,,,
1868901UG4916N,2018.0,0.0,,,,
1869701UG4816N,1972.0,0.0,,,,
1871201UG4817S,1980.0,0.0,,,,
1871202UG4817S,1978.0,0.0,,,,
1871203UG4817S,1978.0,0.0,,,,
1871204UG4817S,1953.0,0.0,,,,
1871205UG4817S,1978.0,0.0,,,,
1871207UG4817S,1980.0,0.0,,,,
1873703UG4917S,1979.0,0.0,,,,
1873704UG4917S,1972.0,0.0,,,,
1873705UG4917S,1989.0,0.0,,,,
1873706UG4917S,1988.0,0.0,,,,
1873707UG4917S,2004.0,0.0,,,,
1873708UG4917S,2005.0,0.0,,,,
1873710UG4917S,2006.0,0.0,,,,
1874101UG4917S,1970.0,0.0,,,,
1874103UG4917S,2009.0,0.0,,,,
1874104UG4917S,2007.0,0.0,,,,
1874105UG4917S,2007.0,0.0,,,,
1874106UG4917S,2006.0,0.0,,,,
1874107UG4917S,2008.0,0.0,,,,
1875701UG4917N,1960.0,0.0,,,,
1875702UG4917N,1955.0,0.0,1986.0,,,
1875703UG4917N,1955.0,0.0,,,,
1875705UG4917N,1960.0,0.0,,,,
1875706UG4917N,1988.0,0.0,,,,
1875707UG4917N,2005.0,,,,,2005.0
1875708UG4917N,1967.0,0.0,,,2008.0,
1875709UG4917N,1960.0,0.0,,,,
1875710UG4917N,1977.0,0.0,,1996.0,,
1875711UG4917N,1960.0,0.0,,,,
1875712UG4917N,1981.0,0.0,,,,
1875713UG4917N,1968.0,0.0,,,,
1875714UG4917N,1992.0,0.0,,,,
1875715UG4917N,1980.0,0.0,,,,
1875716UG4917N,1987.0,0.0,,,,
1875717UG4917N,1987.0,0.0,,,,
1875718UG4917N,2009.0,0.0,,,,
1875719UG4917N,2011.0,0.0,,,,
1875723UG4917N,2012.0,0.0,,,,
1875725UG4917N,2014.0,0.0,,,,
1881101UG4918S,1993.0,0.0,,,,
1881102UG4918S,1966.0,0.0,2013.0,,,
1881103UG4918S,,0.0,,,,
1881104UG4918S,1960.0,0.0,,,,
1881105UG4918S,1985.0,0.0,,,,
1881106UG4918S,1985.0,0.0,,,,
1881107UG4918S,,0.0,,,,
1881108UG4918S,,0.0,,,,
1885601UG4918N,2008.0,0.0,,,,2008.0
1885602UG4918N,1984.0,0.0,,,,
1885603UG4918N,1977.0,0.0,,,,
1885604UG4918N,1965.0,0.0,1995.0,,,
1885605UG4918N,1967.0,0.0,,,,
1885606UG4918N,1965.0,0.0,,,,
1885607UG4918N,1975.0,0.0,,,,
1885608UG4918N,1990.0,0.0,,,,
1885609UG4918N,1966.0,0.0,,,,
1885610UG4918N,1987.0,0.0,,,,
1885611UG4918N,1965.0,0.0,,,,
1885612UG4918N,1975.0,0.0,,,,
1885613UG4918N,1995.0,0.0,,,,
1885614UG4918N,1976.0,0.0,,,,
1885615UG4918N,1965.0,0.0,,,,
1885616UG4918N,1965.0,0.0,,,1980.0,
1885617UG4918N,2006.0,0.0,,,,
1885618UG4918N,1999.0,0.0,,,,
1890503UG4919S,1960.0,0.0,2012.0,,,
1890505UG4919S,1950.0,0.0,,,,
1890507UG4919S,1977.0,0.0,,,,
1890508UG4919S,1967.0,0.0,,,,
1890513UG4919S,2001.0,0.0,,,,
1890514UG4919S,2021.0,0.0,,,,
1890515UG4919S,1975.0,0.0,,,,
1890516UG4919S,1975.0,0.0,,,,
1890517UG4919S,2011.0,0.0,,,,
1890518UG4919S,1975.0,0.0,,,,
1890519UG4919S,2009.0,0.0,,,,
1890524UG4919S,2018.0,0.0,,,,
1890527UG4919S,2018.0,0.0,,,,
1890530UG4919S,2011.0,0.0,,,,
1890532UG4919S,1980.0,0.0,,,,
1890533UG4919S,1980.0,0.0,,,,
1890534UG4919S,1992.0,0.0,,,,
1890535UG4919S,1981.0,0.0,,,,
1890551UG4919S,2013.0,0.0,,,,
1890552UG4919S,2009.0,0.0,,,,
1890555UG4919S,2014.0,0.0,,,,
1890556UG4919S,2020.0,0.0,,,,
1890559UG4919S,2012.0,0.0,,,,
1890583UG4919S,2011.0,0.0,,,,
1890585UG4919S,2014.0,0.0,,,,
1892914UG5919S,1982.0,0.0,,,,
1892916UG5919S,1995.0,0.0,,,,
1902103UH5010S,1993.0,0.0,,,,
1902104UH5010S,1974.0,0.0,,,,
1902105UH5010S,1977.0,0.0,,,,
1902106UH5010S,1994.0,0.0,,,,
1902107UH5010S,1974.0,0.0,,,1998.0,
1902108UH5010S,2000.0,0.0,,,,
1902109UH5010S,1976.0,0.0,2003.0,,,
1902110UH5010S,1979.0,0.0,,,,
1902111UH5010S,1996.0,0.0,,,,
1903101UH5010S,1971.0,0.0,,,2009.0,
1903102UH5010S,1980.0,0.0,2000.0,,,
1903104UH5010S,2004.0,0.0,,,,
1903106UH5010S,1974.0,0.0,2006.0,,,
1903107UH5010S,1978.0,0.0,,,,
1903108UH5010S,2003.0,0.0,,,,
1903110UH5010S,1997.0,0.0,,,,
1903111UH5010S,2000.0,0.0,,,,
1903112UH5010S,1971.0,0.0,,,,
1904102UH5010S,1998.0,0.0,,,,
1904103UH5010S,1982.0,0.0,,,,1992.0
1904105UH5010S,1992.0,0.0,,,,
1904106UH5010S,1992.0,0.0,,,,
1904107UH5010S,1986.0,0.0,,,,
1904108UH5010S,1982.0,0.0,1996.0,,,
1904109UH5010S,1996.5,0.0,,,2000.0,
1904110UH5010S,1987.0,0.0,,,,
1904111UH5010S,1986.0,0.0,,,,
1904112UH5010S,1988.0,0.0,1996.0,,,
1904113UH5010S,1991.0,0.0,,,,
1904115UH5010S,1997.0,0.0,,,,
1904116UH5010S,1989.0,0.0,,,,
1904117UH5010S,1997.0,0.0,,,,1999.0
1904118UH5010S,1995.0,0.0,,,,
1904119UH5010S,1990.0,0.0,,,,
1904120UH5010S,1992.0,0.0,2002.0,,,
1904121UH5010S,2006.0,0.0,,,,
1904122UH5010S,1995.0,0.0,,,,1995.0
1904123UH5010S,1981.0,0.0,,,,
1904124UH5010S,1980.0,0.0,,,,
1904125UH5010S,2007.0,0.0,,1995.0,,
1904126UH5010S,1987.0,0.0,,,,
1904127UH5010S,2007.0,0.0,,,,
1904129UH5010S,1983.0,0.0,,,,
1904130UH5010S,1987.0,0.0,,,,
1904131UH5010S,2000.0,0.0,,,,
1904132UH5010S,1986.0,0.0,,,,
1904133UH5010S,1983.0,0.0,,,,
1904135UH5010S,2008.0,0.0,,,,
1910601UG3911S,1989.0,0.0,,,,
1910602UG3911S,1989.0,0.0,,,,
1910603UG3911S,1989.0,0.0,,,,
1910604UG3911S,1989.0,0.0,,,,
1910605UG3911S,1989.0,0.0,,,,
1910606UG3911S,2000.0,0.0,,,,
1910607UG3911S,1994.0,0.0,,,,
1910608UG3911S,2003.0,0.0,,,,
1910610UG3911S,1995.0,0.0,,,,
1910612UG3911S,1992.0,0.0,,,,
1910613UG3911S,1993.0,0.0,,,,
1910614UG3911S,1998.0,0.0,,,,
1910615UG3911S,1989.0,0.0,,,,
1910616UG3911S,1989.0,0.0,,,,
1910617UG3911S,1989.0,0.0,,,,
1910618UG3911S,1989.0,0.0,,,,
1910619UG3911S,1989.0,0.0,,,,
1910620UG3911S,1991.0,0.0,,,,
1910621UG3911S,1991.0,0.0,,,,
1910622UG3911S,1991.0,0.0,,,,
1910623UG3911S,1998.0,0.0,,,,
1910624UG3911S,1993.0,0.0,,,,
1910625UG3911S,1991.0,0.0,,,,
1910626UG3911S,1991.0,0.0,,,,
1910627UG3911S,1991.0,0.0,,,,
1910628UG3911S,1991.0,0.0,,,,
1910629UG3911S,1992.0,0.0,,,,
1910630UG3911S,1992.0,0.0,,,,
1910631UG3911S,1992.0,0.0,,,,
1910632UG3911S,1992.0,0.0,,,,
1910633UG3911S,1992.0,0.0,,,,
1910634UG3911S,1992.0,0.0,,,,
1910635UG3911S,1992.0,0.0,,,,
1910636UG3911S,1992.0,0.0,,,,
1911302UG3911S,1993.0,0.0,,,,
1911303UG3911S,2006.0,0.0,,2007.0,,
1911304UG3911S,1993.0,0.0,,,,
1911305UG3911S,1991.0,0.0,,,,
1911306UG3911S,1990.0,0.0,,,,
1911307UG3911S,1990.0,0.0,,,,
1911308UG3911S,2006.0,0.0,,,,
1911309UG3911S,1996.0,0.0,,,,
1911310UG3911S,1999.0,0.0,,,,
1911311UG3911S,1994.0,0.0,,,,
1911312UG3911S,1994.0,0.0,,,,
1911313UG3911S,1992.0,0.0,,,,
1911314UG3911S,2004.0,0.0,,,,
1911315UG3911S,1990.0,0.0,,,,
1911316UG3911S,1990.0,0.0,,,,
1911317UG3911S,1990.0,0.0,,,,
1911318UG3911S,1990.0,0.0,,,,
1911319UG3911S,1990.0,0.0,,,,
1911320UG3911S,1990.0,0.0,,,,
1911321UG3911S,1996.0,0.0,,,,
1911322UG3911S,2006.0,0.0,,,,
1911401UG3911S,2006.0,0.0,,,,
1911403UG3911S,1986.0,0.0,,,,
1911404UG3911S,1957.0,0.0,,,,
1911405UG3911S,2008.0,0.0,,,,
1911406UG3911S,2005.0,0.0,,,,
1911407UG3911S,1993.0,0.0,,,,
1911408UG3911S,1960.0,0.0,,,,
1911409UG3911S,1960.0,0.0,,,,
1911410UG3911S,1999.0,0.0,,,,
1911411UG3911S,2000.0,0.0,,,,
1911412UG3911S,2008.0,0.0,,,,
1911413UG3911S,1989.0,0.0,,,,
1911414UG3911S,2008.0,0.0,,,,
1911415UG3911S,1975.0,0.0,,,,
1911416UG3911S,2008.0,0.0,,,,
1911417UG3911S,1987.0,0.0,,,,
1911418UG3911S,1960.0,,2008.0,,,
1911419UG3911S,2006.0,0.0,,,,
1911420UG3911S,2006.0,0.0,,,,
1911421UG3911S,2006.0,0.0,,,,
1911422UG3911S,2005.0,0.0,,,,
1911423UG3911S,2005.0,0.0,,,,
1911424UG3911S,2005.0,0.0,,,,
1911425UG3911S,2005.0,0.0,,,,
1911426UG3911S,2005.0,0.0,,,,
1911427UG3911S,2005.0,0.0,,,,
1911428UG3911S,2005.0,0.0,,,,
1911431UG3911S,2008.0,0.0,,,,
1911432UG3911S,2008.0,0.0,,,,
1936301UG4913N,1982.0,0.0,,,,
1936501UG4913N,1982.0,0.0,,,2020.0,
1936502UG4913N,1982.0,0.0,,,,
1937301UG4913N,1994.0,0.0,2017.0,,2016.0,
1937302UG4913N,1994.0,0.0,2019.0,,,
1937601UG4913N,1982.0,0.0,,,,
1937602UG4913N,1982.0,0.0,,,,
1937603UG4913N,1982.0,0.0,,,,
1940901UG4914S,1995.0,0.0,2019.0,,2016.0,
1940902UG4914S,1994.0,0.0,,,,
1940903UG4914S,1995.0,0.0,2018.0,,2012.0,
1944201UG4914S,1945.0,,2000.0,,,
1944202UG4914S,1935.0,,,,1996.0,
1944203UG4914S,1948.0,0.0,,,,
1944204UG4914S,1945.0,,2015.0,,,
1944205UG4914S,1957.0,,1987.0,,,
1944206UG4914S,1994.0,0.0,,,,
1944207UG4914S,1994.0,0.0,,,,
1944208UG4914S,1994.0,0.0,,,,
1944209UG4914S,1994.0,0.0,,,,
1944210UG4914S,1994.0,0.0,,,,
1944211UG4914S,1994.0,0.0,,,2012.0,
1944212UG4914S,1994.0,0.0,,,,
1944213UG4914S,1999.0,0.0,,,,
1944503UG4914S,1956.0,,1985.0,,,
1944504UG4914S,2007.0,0.0,,,,
1944505UG4914S,2015.0,0.0,,,,
1944506UG4914S,1999.0,0.0,,,,
1944507UG4914S,1957.0,0.0,1990.0,,,
1944508UG4914S,1955.0,,1980.0,,,
1944509UG4914S,1945.0,,,,1990.0,
1945101UG4914N,1999.0,0.0,,,,
1945102UG4914N,1994.0,0.0,,,,
1945103UG4914N,1994.0,0.0,,,,
1945104UG4914N,1994.0,0.0,,,,
1945105UG4914N,1994.0,0.0,,,,
1945106UG4914N,1994.0,0.0,,,,
1945107UG4914N,1998.0,0.0,,,,
1946501UG4914N,1981.0,0.0,,,,
1946502UG4914N,2006.0,0.0,,,,
1946503UG4914N,2006.0,0.0,,,,
1946504UG4914N,2007.0,0.0,2018.0,,,
1946505UG4914N,2005.0,0.0,,,2010.0,
1948802UG4914N,2003.0,0.0,,,2016.0,
1949201UG4914N,2002.0,0.0,,,2010.0,
1950501UG4915S,2020.0,0.0,,,,
1950502UG4915S,2020.0,0.0,,,,
1950503UG4915S,2020.0,0.0,,,,
1950504UG4915S,2020.0,0.0,,,,
1950505UG4915S,2020.0,0.0,,,,
1950506UG4915S,2020.0,0.0,,,,
1950507UG4915S,2020.0,0.0,,,,
1950508UG4915S,2020.0,0.0,,,,
1950509UG4915S,2020.0,0.0,,,,
1950510UG4915S,2020.0,0.0,,,,
1950511UG4915S,2020.0,0.0,,,,
1950512UG4915S,2020.0,0.0,,,,
1950513UG4915S,2020.0,0.0,,,,
1950514UG4915S,2020.0,0.0,,,,
1950515UG4915S,2020.0,0.0,,,,
1950516UG4915S,2020.0,0.0,,,,
1950517UG4915S,2020.0,0.0,,,,
1950518UG4915S,2020.0,0.0,,,,
1950519UG4915S,2020.0,0.0,,,,
1950520UG4915S,2020.0,0.0,,,,
1950521UG4915S,2020.0,0.0,,,,
1950522UG4915S,2020.0,0.0,,,,
1950523UG4915S,2020.0,0.0,,,,
1950524UG4915S,2020.0,0.0,,,,
1950525UG4915S,2020.0,0.0,,,,
1950526UG4915S,2020.0,0.0,,,,
1950527UG4915S,2020.0,0.0,,,,
1950528UG4915S,2020.0,0.0,,,,
1950529UG4915S,2020.0,0.0,,,,
1950530UG4915S,2020.0,0.0,,,,
1950531UG4915S,2020.0,0.0,,,,
1950532UG4915S,2020.0,0.0,,,,
1950533UG4915S,2020.0,0.0,,,,
1951501UG4915S,2005.0,0.0,,,,
1951502UG4915S,2005.0,0.0,,,,
1951503UG4915S,2005.0,0.0,,,,
1951504UG4915S,2005.0,0.0,,,,
1951505UG4915S,2005.0,0.0,,,,
1951506UG4915S,2005.0,0.0,,,,
1951507UG4915S,2005.0,0.0,,,,
1951508UG4915S,2005.0,0.0,,,,
1951509UG4915S,2005.0,0.0,,,,
1951510UG4915S,2005.0,0.0,,,,
1951511UG4915S,2005.0,0.0,,,,
1951512UG4915S,2005.0,0.0,,,,
1951513UG4915S,2005.0,0.0,,,,
1951514UG4915S,2005.0,0.0,,,,
1951515UG4915S,2005.0,0.0,,,,
1951516UG4915S,2005.0,0.0,,,,
1951517UG4915S,2005.0,0.0,,,,
1951518UG4915S,2005.0,0.0,,,,
1951519UG4915S,2005.0,0.0,,,,
1951520UG4915S,2005.0,0.0,,,,
1951521UG4915S,2005.0,0.0,,,,
1951522UG4915S,2005.0,0.0,,,,
1951523UG4915S,2005.0,0.0,,,,
1951524UG4915S,2005.0,0.0,,,,
1951525UG4915S,2005.0,0.0,,,,
1951526UG4915S,2005.0,0.0,,,,
1951527UG4915S,2005.0,0.0,,,,
1951528UG4915S,2005.0,0.0,,,,
1951529UG4915S,2005.0,0.0,,,,
1952901UG4915S,2003.0,0.0,2012.0,,2013.0,
1953201UG4915S,2003.0,0.0,,,2005.0,
1953202UG4915S,2002.203125,0.0,,,2019.0,2015.0
1953501UG4915S,2000.0,0.0,2018.0,,2018.0,
1954401UG4915S,2000.0,0.0,,,2013.0,
1955301UG4915N,2001.0,0.0,2018.0,,2020.0,
1956201UG4915N,2001.0,0.0,2022.0,,,
1957601UG4915N,1970.0,0.0,,,,
1957602UG4915N,1970.0,0.0,2022.0,,2022.0,
1958501UG4915N,2007.0,0.0,,,2021.0,
1958801UG4915N,2008.0,0.0,,,2015.0,
1960801UG4916S,1998.0,0.0,,,2022.0,
1961201UG4916S,1997.0,0.0,,2011.0,2021.0,
1962701UG4916S,2002.0,0.0,,,2011.0,
1966701UG4916N,2001.0,0.0,,,,
1966702UG4916N,2001.0,0.0,,,,
1966703UG4916N,2001.0,0.0,,,,
1966704UG4916N,2001.0,0.0,,,,
1966705UG4916N,2001.0,0.0,,,,
1966706UG4916N,2001.0,0.0,,2012.0,,
1966707UG4916N,2000.0,0.0,,,,
1966708UG4916N,2000.0,0.0,,,,
1966709UG4916N,2000.0,0.0,,,,
1966710UG4916N,2000.0,0.0,,,,
1966711UG4916N,2000.0,0.0,,,,
1966712UG4916N,2000.0,0.0,,,,
1966713UG4916N,1999.0,0.0,,,,
1966714UG4916N,1999.0,0.0,,,,
1966715UG4916N,1999.0,0.0,,,,
1966716UG4916N,1999.0,0.0,,,,
1966717UG4916N,2000.0,0.0,,,,
1966718UG4916N,1999.0,0.0,,,,
1966719UG4916N,2001.0,0.0,,,,
1966720UG4916N,2001.0,0.0,,,,
1966721UG4916N,2001.0,0.0,,,,
1966722UG4916N,2001.0,0.0,,,,
1966723UG4916N,2001.0,0.0,,,,
1974401UG4917S,2001.0,0.0,,,,
1974402UG4917S,2001.0,0.0,,,,
1974404UG4917S,2002.0,0.0,,,,
1974405UG4917S,1988.0,0.0,,,,
1974406UG4917S,1986.0,0.0,,,2008.0,
1974407UG4917S,1992.0,0.0,,,,
1974408UG4917S,1986.0,0.0,,,,
1974409UG4917S,2003.0,0.0,,,,
1974410UG4917S,1985.0,0.0,,,,
1974411UG4917S,1987.0,0.0,,,,
1974413UG4917S,2009.0,0.0,,,,
1974414UG4917S,1987.0,0.0,,,,
1974415UG4917S,1965.0,0.0,,,,
1974416UG4917S,1955.0,0.0,,,,
1974417UG4917S,1960.0,0.0,,,,
1974418UG4917S,2010.0,0.0,,,,
1974419UG4917S,1950.0,,,,2018.0,
1974420UG4917S,1945.0,0.0,,,,
1974421UG4917S,1945.0,0.0,1995.0,,,
1974422UG4917S,1945.0,0.0,,,,
1974426UG4917S,2008.0,0.0,,,,
1974427UG4917S,1989.0,0.0,,,,
1974428UG4917S,2004.0,0.0,,,,
1974429UG4917S,1990.0,0.0,,,,
1974430UG4917S,2006.0,0.0,,,,
1974431UG4917S,1994.0,0.0,,,,
1974432UG4917S,1971.0,0.0,1995.0,,,
1974433UG4917S,2012.0,0.0,,,,
1974491UG4917S,2018.0,0.0,,,,
1977201UG4917N,1974.0,0.0,,,,
1977202UG4917N,1997.0,0.0,,,,
1977203UG4917N,1973.0,0.0,,,,
1977204UG4917N,1973.0,0.0,,,,
1977205UG4917N,1970.0,0.0,,,,
1977206UG4917N,1975.0,0.0,,,,
1977207UG4917N,1950.0,0.0,,,,
1977208UG4917N,1952.0,0.0,,,,
1977209UG4917N,1982.0,0.0,2000.0,,,
1977210UG4917N,1972.0,0.0,,,,
1977211UG4917N,1975.0,0.0,,,,
1977212UG4917N,2017.0,0.0,,,,
1977213UG4917N,1950.0,0.0,2000.0,,,
1977214UG4917N,1974.0,0.0,2000.0,,,
1977215UG4917N,1976.0,0.0,,,,
1977216UG4917N,1975.0,0.0,2003.0,,,
1977217UG4917N,1989.0,0.0,,,,
1977219UG4917N,1974.0,0.0,,,,
1977220UG4917N,2003.0,0.0,,,,
1977221UG4917N,1975.0,0.0,,,,
1977222UG4917N,1988.0,0.0,,,,
1977223UG4917N,2007.0,0.0,,,,
1979502UG4917N,1997.0,0.0,,,,
1979503UG4917N,1972.0,0.0,,,2000.0,
1979505UG4917N,1998.0,0.0,,,,
1979507UG4917N,2022.0,0.0,,,,
1979508UG4917N,2022.0,0.0,,,,
1979509UG4917N,2022.0,0.0,,,,
1979510UG4917N,2023.0,0.0,,,,
1980505UG4918S,1950.0,0.0,,,,
1980506UG4918S,1950.0,0.0,,,,
2004301UH3020S,2003.857142857143,0.0,,,,
2004302UH3020S,1996.0,0.0,,,,
2004303UH3020S,1998.0,0.0,,,,
2004304UH3020S,2004.0,0.0,,,,
2004307UH3020S,1985.0,0.0,,,,
2004308UH3020S,2005.0,0.0,,,,
2004309UH3020S,1998.0,0.0,,,,
2006901UH3020N,1999.0,0.0,,,,
2006902UH3020N,2000.0,0.0,,,,
2006903UH3020N,2005.0,0.0,,,,
2006904UH3020N,1997.0,0.0,,,,
2006905UH3020N,1995.0,0.0,,,,
2006906UH3020N,1989.0,0.0,,,,
2006907UH3020N,1998.0,0.0,,,,
2006909UH3020N,2007.0,0.0,,,,
2006912UH3020N,1990.0,0.0,,,,
2006913UH3020N,1987.0,0.0,,,,
2006914UH3020N,1985.0,0.0,,,,
2006915UH3020N,1983.0,0.0,,,,
2006916UH3020N,1992.0,0.0,,,,
2006917UH3020N,2010.0,0.0,,,,
2006918UH3020N,2000.0,0.0,,,,
2006919UH3020N,1990.0,0.0,,,,
2006920UH3020N,1999.0,0.0,,,,
2006921UH3020N,1999.0,0.0,,,,
2006922UH3020N,2006.0,0.0,,,,
2006923UH3020N,2016.0,0.0,,,,
2006924UH3020N,2002.0,0.0,,,,
2006925UH3020N,1998.0,0.0,,,,
2006926UH3020N,2003.0,0.0,,,,
2006927UH3020N,2002.0,0.0,,,,
2006928UH3020N,1998.0,0.0,,,,
2006930UH3020N,2000.0,0.0,,,,
2006931UH3020N,2003.0,0.0,,,,
2006932UH3020N,1999.0,0.0,,,,
2006933UH3020N,2010.0,0.0,,,,
2006934UH3020N,1999.0,0.0,,,,
2006936UH3020N,1999.0,0.0,,,,
2006937UH3020N,2005.0,0.0,,,,
2006938UH3020N,1995.0,0.0,,,,
2006939UH3020N,2002.0,0.0,,,,
2006941UH3020N,2006.0,0.0,,,,
2010201UG3921S,1991.0,0.0,,,,
2010202UG3921S,1991.0,0.0,,,,
2010203UG3921S,1991.0,0.0,,,,
2010204UG3921S,1991.0,0.0,,,,
2010205UG3921S,1991.0,0.0,,,,
2010206UG3921S,1991.0,0.0,,,,
2010207UG3921S,1991.0,0.0,,,,
2010208UG3921S,1991.0,0.0,,,,
2010209UG3921S,1991.0,0.0,,,,
2010210UG3921S,1991.0,0.0,,,,
2010211UG3921S,1991.0,0.0,,,,
2010212UG3921S,1991.0,0.0,,,,
2010213UG3921S,1991.0,0.0,,,,
2010214UG3921S,1991.0,0.0,,,,
2010215UG3921S,1991.0,0.0,,,,
2010216UG3921S,1991.0,0.0,,,,
2010217UG3921S,1991.0,0.0,,,,
2010218UG3921S,1991.0,0.0,,,,
2010219UG3921S,1991.0,0.0,,,,
2010220UG3921S,1991.0,0.0,,,,
2010221UG3921S,1991.0,0.0,,,,
2010223UG3921S,2002.0,0.0,,,,
2010225UG3921S,1997.0,0.0,,,,
2010226UG3921S,2007.0,0.0,,,,
2010227UG3921S,1997.0,0.0,,,,
2010228UG3921S,1997.0,0.0,,,,
2010230UG3921S,2007.0,0.0,,,,
2010231UG3921S,2002.0,0.0,,,,
2010232UG3921S,2002.0,0.0,,,,
2010233UG3921S,2002.0,0.0,,,,
2010234UG3921S,2002.0,0.0,,,,
2010235UG3921S,2000.0,0.0,,,,
2010236UG3921S,2000.0,0.0,,,,
2010237UG3921S,2002.0,0.0,,,,
2012301UH5021S,2004.0,0.0,,,,
2012302UH5021S,2004.0,0.0,,,,
2012303UH5021S,2004.0,0.0,,,,
2012304UH5021S,2004.0,0.0,,,,
2012305UH5021S,2004.0,0.0,,,,
2012306UH5021S,2004.0,0.0,,,,
2012307UH5021S,2004.0,0.0,,,,
2012308UH5021S,2004.0,0.0,,,,
2012309UH5021S,2004.0,0.0,,,,
2012310UH5021S,2004.0,0.0,,,,
2012311UH5021S,2004.0,0.0,,,,
2012312UH5021S,2004.0,0.0,,,,
2012313UH5021S,2004.0,0.0,,,,
2012314UH5021S,2004.0,0.0,,,,
2012315UH5021S,2004.0,0.0,,,,
2012316UH5021S,2004.0,0.0,,,,
2012317UH5021S,2004.0,0.0,,,,
2012501UH5021S,2004.0,0.0,,,,
2012502UH5021S,2004.0,0.0,,,,
2012503UH5021S,2004.0,0.0,,,,
2012504UH5021S,2004.0,0.0,,,,
2012505UH5021S,2004.0,0.0,,,,
2012506UH5021S,2004.0,0.0,,,,
2012507UH5021S,2004.0,0.0,,,,
2012508UH5021S,2004.0,0.0,,,,
2012509UH5021S,2004.0,0.0,,,,
2012510UH5021S,2004.0,0.0,,,,
2012511UH5021S,2004.0,0.0,,,,
2012512UH5021S,2004.0,0.0,,,,
2012513UH5021S,2004.0,0.0,,,,
2012514UH5021S,2004.0,0.0,,,,
2012515UH5021S,2004.0,0.0,,,,
2012516UH5021S,2004.0,0.0,,,,
2012517UH5021S,2004.0,0.0,,,,
2012518UH5021S,2004.0,0.0,,,,
2012602UG3921S,1960.0,0.0,,,,
2012603UG3921S,2001.0,0.0,,,,
2012604UG3921S,2000.0,0.0,,,,
2012605UG3921S,1976.5,0.0,,,,
2012606UG3921S,1960.0,0.0,,,,
2012607UG3921S,1980.0,0.0,,,,
2012608UG3921S,2003.0,0.0,,,,
2012609UG3921S,1982.0,0.0,,,,
2012610UG3921S,1980.0,0.0,,2002.0,,
2012611UG3921S,1965.0,0.0,,,,
2012612UG3921S,1990.0,0.0,,,,
2012613UG3921S,1989.0,0.0,,,,
2012614UG3921S,1980.0,0.0,,,,
2012615UG3921S,1975.0,0.0,,,,
2012616UG3921S,1990.0,0.0,,,,
2012618UG3921S,1999.0,0.0,,,,
2012619UG3921S,1998.0,0.0,,,,
2012620UG3921S,1994.0,0.0,,,,
2029818UG4922N,2011.0,0.0,,,,
2035401UG4923N,1981.0,0.0,,,,
2035402UG4923N,1981.0,0.0,,,,
2035403UG4923N,1981.0,0.0,,,2014.0,
2036501UG4923N,1975.0,0.0,,,2010.0,
2036502UG4923N,1975.0,0.0,,,2010.0,
2036503UG4923N,1975.0,0.0,,,,
2036801UG4923N,1981.0,0.0,,,,
2036802UG4923N,1981.0,0.0,,,,
2036803UG4923N,1981.0,0.0,,,,
2036901UG4923N,1973.0,0.0,,,,
2036902UG4923N,1975.0,0.0,,,,
2036903UG4923N,1975.0,0.0,2001.0,,2014.0,
2038901UG4923N,1993.0,0.0,2021.0,,2013.0,
