refcat_parcel,refcat_inmueble,nombre_via,num_1,num_2,km,dir_bi,cp_aprox,m2_bi
2237404UG4923N,2237404UG4923N0003ZT,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,24
2237404UG4923N,2237404UG4923N0004XY,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,20
2237404UG4923N,2237404UG4923N0005MU,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,22
2237404UG4923N,2237404UG4923N0006QI,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,22
2237404UG4923N,2237404UG4923N0007WO,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,20
2237404UG4923N,2237404UG4923N0008EP,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,20
2237404UG4923N,2237404UG4923N0009RA,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,22
2237404UG4923N,2237404UG4923N0010WO,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,22
2237404UG4923N,2237404UG4923N0011EP,AV AEROPUERTO,37  ,0  ,0,Blq:   Esc: E  Pl: 00  Pt: 00,14004,22
9709601UH3090N,9709601UH3090N0001WU,CR VILLAVICIOSA SIETE FINCAS,2  ,0  ,0,Blq:   Esc: T  Pl: OD  Pt: OD,14012,3245
