ref_catastral,codigo_uso,pc_31,valor_control,sup_bi
7020106UG3972S,M,,0,2837
2403502UH3020S,M,,0,2836
7642137UH3074S,M,,0,2834
1187615UG4918N,M,,0,2833
4424002UG4942S,M,,0,2832
5249519UG4954N,M,,0,2827
0551902UG4905S,M,,0,2826
0851201UG4905S,M,,0,2826
0851202UG4905S,M,,0,2826
0951202UG4905S,M,,0,2826
8834110UH3083S,M,,0,2825
2405302UH3020N,M,,0,2823
2405308UH3020N,M,,0,2822
14900A10800116,M,,0,2821
4910902UG3941S,M,,0,2816
5249517UG4954N,M,,0,2812
5292413UG5959S,M,,0,2811
0743701UG4904S,M,,0,2807
2004306UH3020S,M,,0,2807
2214703UH4021S,M,,0,2807
0465201UG4806N,M,,0,2806
2029822UG4922N,M,,0,2806
14900A07600121,M,,0,2803
5979125UG4957N,M,,0,2802
1934901UG4913S,M,,0,2800
4231242UG3943S,M,,0,2797
0611108UG3901S,M,,0,2794
0306604UG3900N,M,,0,2792
1187624UG4918N,M,,0,2791
7004017UG3970S,M,,0,2782
8834109UH3083S,M,,0,2777
0411103UH4001S,M,,0,2776
4231835UG3942N,M,,0,2776
2608909UH4020N,M,,0,2772
1706318UH3010N,M,,0,2770
2608913UH4020N,M,,0,2759
0105103UG3900N,M,,0,2758
4217002UG3941N,M,,0,2754
2625013UH5022N,M,,0,2753
0306605UG3900N,M,,0,2750
7937302UG3973N,M,,0,2750
2608914UH4020N,M,,0,2746
0306602UG3900N,M,,0,2744
14900A08000103,M,,0,2742
8109412UH3080N,M,,0,2734
4521106UG3942S,M,,0,2731
2405306UH3020N,M,,0,2727
0661107UG4806S,M,,0,2725
1890521UG4919S,M,,0,2722
0141203UG4904S,M,,0,2721
8069802UG4986N,M,,0,2720
1244202UG4914S,M,,0,2719
0306603UG3900N,M,,0,2716
4133710UG3942N,M,,0,2713
0057106UG4805N,M,,0,2702
14900A10800298,M,,0,2700
5694148UG4959S,M,,0,2697
0155301UG4905N,M,,0,2696
2608911UH4020N,M,,0,2689
8372301UG4987S,M,,0,2688
8372302UG4987S,M,,0,2688
8372303UG4987S,M,,0,2688
8372304UG4987S,M,,0,2688
8372305UG4987S,M,,0,2688
8372306UG4987S,M,,0,2688
8372307UG4987S,M,,0,2688
8372308UG4987S,M,,0,2688
8374901UG4987S,M,,0,2688
8374902UG4987S,M,,0,2688
8374903UG4987S,M,,0,2688
8374904UG4987S,M,,0,2688
8374907UG4987S,M,,0,2688
8374908UG4987S,M,,0,2688
8374909UG4987S,M,,0,2688
8374910UG4987S,M,,0,2688
14900A11000163,M,,0,2683
0658120UG4805N,M,,0,2677
14900A07600123,M,,0,2668
0753301UG4905S,M,,0,2662
8038616UG3983N,M,,0,2660
14900A11000087,M,,0,2659
0160112UG4806S,M,,0,2657
0309826UG3901S,M,,0,2657
0654801UG4905S,M,,0,2656
9812710UG2991S,M,,0,2653
0306607UG3900N,M,,0,2651
3317705UH5031N,M,,0,2646
8034802UG3983S,M,,0,2644
3794011UG3939S,M,,0,2640
7937303UG3973N,M,,0,2635
8537401UG3983N,M,,0,2630
0057105UG4805N,M,,0,2629
0411712UG3901S,M,,0,2629
1486104UG4918N,M,,0,2628
2610007UH5021S,M,,0,2622
0105102UG3900N,M,,0,2616
0567608UG4806N,M,,0,2615
7737202UG3973N,M,,0,2615
8038617UG3983N,M,,0,2611
8537404UG3983N,M,,0,2610
14900A09900051,M,,0,2608
8115315UH3081N,M,,0,2608
8140406UG3984S,M,,0,2608
6301901UH4060S,M,,0,2607
8210404UH3081S,M,,0,2605
0569106UG4806N,M,,0,2599
1914707UG4911S,M,,0,2599
1914712UG4911S,M,,0,2599
1914713UG4911S,M,,0,2599
8038602UG3983N,M,,0,2595
4231230UG3943S,M,,0,2591
2405311UH3020N,M,,0,2587
3807911UG3930N,M,,0,2586
0306608UG3900N,M,,0,2583
1934911UG4913S,M,,0,2582
0413403UG3901S,M,,0,2577
0661105UG4806S,M,,0,2574
9955801UG3995N,M,,0,2568
8834113UH3083S,M,,0,2564
0306606UG3900N,M,,0,2563
14900A11000095,M,,0,2560
4642812UG4944S,M,,0,2558
0105104UG3900N,M,,0,2557
0661103UG4806S,M,,0,2556
4133708UG3942N,M,,0,2556
8834107UH3083S,M,,0,2551
9950501UG3995S,M,,0,2551
0661106UG4806S,M,,0,2550
0661104UG4806S,M,,0,2549
8376404UG4987N,M,,0,2548
4133713UG3942N,M,,0,2547
0412206UG3901S,M,,0,2544
0569102UG4806N,M,,0,2541
4231837UG3942N,M,,0,2538
0057104UG4805N,M,,0,2533
0569104UG4806N,M,,0,2532
7737203UG3973N,M,,0,2528
0412203UG3901S,M,,0,2526
2826031UH5022N,M,,0,2526
8034801UG3983S,M,,0,2526
9809523UG2990N,M,,0,2524
9873003UG3997S,M,,0,2518
9809516UG2990N,M,,0,2517
3495061UG3939N,M,,0,2516
0306601UG3900N,M,,0,2515
7737201UG3973N,M,,0,2515
0009803UG3900N,M,,0,2514
0508408UG3900N,M,,0,2513
0569103UG4806N,M,,0,2512
0313202UG3901S,M,,0,2505
0309818UG3901S,M,,0,2503
0508411UG3900N,M,,0,2503
8834108UH3083S,M,,0,2503
0569105UG4806N,M,,0,2502
2108207UH3020N,M,,0,2502
8145108UH3084N,M,,0,2502
0111804UG3901S,M,,0,2500
0508413UG3900N,M,,0,2500
0508414UG3900N,M,,0,2500
8834103UH3083S,M,,0,2500
4215322UG3941N,M,,0,2495
14900A03000001,M,,0,2493
4922402UG3942S,M,,0,2483
8834111UH3083S,M,,0,2483
1388814UG4918N,M,,0,2480
0607108UG3900N,M,,0,2479
0405705UG3900N,M,,0,2475
0107204UG3900N,M,,0,2474
1257101UG4915N,M,,0,2471
14900A11000097,M,,0,2469
0105105UG3900N,M,,0,2467
8635137UH3083N,M,,0,2466
0661102UG4806S,M,,0,2460
9873028UG3997S,M,,0,2458
7560505UG4976S,M,,0,2457
1632804UG4913S,M,,0,2453
8347106UH3084N,M,,0,2452
2050801UG4925S,M,,0,2450
3274903UG4937S,M,,0,2441
3995017UG3939N,M,,0,2433
0458111UG4805N,M,,0,2430
1065116UG4816N,M,,0,2427
4215311UG3941N,M,,0,2425
0557205UG4905N,M,,0,2423
5343502UG4954S,M,,0,2423
9562816UG4996S,M,,0,2420
2134501UG4923S,M,,0,2417
8834112UH3083S,M,,0,2413
4373001UH4047S,M,,0,2410
2610009UH5021S,M,,0,2405
7935501UG3973N,M,,0,2405
1168102UG4916N,M,,0,2400
1565702UG4916N,M,,0,2400
7517602UH3071N,M,,0,2397
8109410UH3080N,M,,0,2397
6522608UG3962S,M,,0,2396
0411715UG3901S,M,,0,2393
0569101UG4806N,M,,0,2390
8834106UH3083S,M,,0,2389
1405401UG3910N,M,,0,2386
3516204UG4931N,M,,0,2385
0557208UG4905N,M,,0,2380
0763102UG4806S,M,,0,2380
14900A10800117,M,,0,2379
4215004UG3941N,M,,0,2379
0588701UG5908N,M,,0,2374
5274427UH4057S,M,,0,2366
8932707UH3083S,M,,0,2365
14900A10809032,M,,0,2356
0655303UG4905N,M,,0,2352
8913928UH3081S,M,,0,2350
5438815UG4953N,M,,0,2349
6331335UG3963S,M,,0,2349
8635122UH3083N,M,,0,2345
14900A11000085,M,,0,2343
7741125UH3074S,M,,0,2343
2112701UG3921S,M,,0,2334
5141603UG4954S,M,,0,2334
0760410UG4806S,M,,0,2331
1890525UG4919S,M,,0,2329
0760409UG4806S,M,,0,2324
0669103UG4806N,M,,0,2318
4215016UG3941N,M,,0,2314
8635121UH3083N,M,,0,2312
0669102UG4806N,M,,0,2311
4215014UG3941N,M,,0,2310
0760401UG4806S,M,,0,2309
8834105UH3083S,M,,0,2308
0655801UG4905N,M,,0,2302
1184638UG4918S,M,,0,2300
2987310UG4928N,M,,0,2295
8334101UG3983S,M,,0,2295
8043110UH3084S,M,,0,2291
4432107UG3943S,M,,0,2288
1164113UG4816S,M,,0,2285
0669108UG4806N,M,,0,2281
4975028UH4047N,M,,0,2280
0758110UG4805N,M,,0,2279
0669107UG4806N,M,,0,2275
2007901UG3910N,M,,0,2270
0057101UG4805N,M,,0,2266
0669105UG4806N,M,,0,2264
4873801UH4047S,M,,0,2262
0669106UG4806N,M,,0,2260
0160121UG4806S,M,,0,2259
1741701UG4914S,M,,0,2259
0160119UG4806S,M,,0,2256
0060504UG4806S,M,,0,2255
8635123UH3083N,M,,0,2255
0658119UG4805N,M,,0,2254
0658118UG4805N,M,,0,2252
0060509UG4806S,M,,0,2250
0658111UG4805N,M,,0,2250
1065111UG4816N,M,,0,2249
8635120UH3083N,M,,0,2249
0060503UG4806S,M,,0,2248
0060507UG4806S,M,,0,2248
0655802UG4905N,M,,0,2245
8007704UH3080N,M,,0,2244
0160114UG4806S,M,,0,2241
0160117UG4806S,M,,0,2240
0160120UG4806S,M,,0,2240
0160118UG4806S,M,,0,2239
3794034UG3939S,M,,0,2238
0669104UG4806N,M,,0,2237
1788520UG4918N,M,,0,2235
0160115UG4806S,M,,0,2234
0160122UG4806S,M,,0,2231
1065112UG4816N,M,,0,2231
0060502UG4806S,M,,0,2228
8176501UG4987N,M,,0,2228
8176502UG4987N,M,,0,2228
8176503UG4987N,M,,0,2228
8176504UG4987N,M,,0,2228
8176505UG4987N,M,,0,2228
8176506UG4987N,M,,0,2228
8176507UG4987N,M,,0,2228
8176508UG4987N,M,,0,2228
8635115UH3083N,M,,0,2227
0060510UG4806S,M,,0,2225
0160113UG4806S,M,,0,2225
0160116UG4806S,M,,0,2224
0458109UG4805N,M,,0,2223
0060506UG4806S,M,,0,2220
0458110UG4805N,M,,0,2220
0458103UG4805N,M,,0,2219
0060505UG4806S,M,,0,2218
7737204UG3973N,M,,0,2215
3196014UG3939N,M,,0,2214
8738102UH3083N,M,,0,2214
0060508UG4806S,M,,0,2212
4136104UG4943N,M,,0,2212
7260303UG4976S,M,,0,2208
0559902UG4905N,M,,0,2203
0658115UG4805N,M,,0,2203
0264109UG4806S,M,,0,2200
0458106UG4805N,M,,0,2199
0060511UG4806S,M,,0,2198
2007206UG3910N,M,,0,2198
0658117UG4805N,M,,0,2195
3876901UG4937N,M,,0,2193
8836324UG3983N,M,,0,2191
0264110UG4806S,M,,0,2190
0458104UG4805N,M,,0,2190
14900A08000090,M,,0,2190
8537403UG3983N,M,,0,2190
0755301UG4905N,M,,0,2189
1938902UG4913N,M,,0,2188
0658116UG4805N,M,,0,2187
1405701UG3910N,M,,0,2187
0160110UG4806S,M,,0,2186
0458108UG4805N,M,,0,2186
8339110UG3983N,M,,0,2186
8635138UH3083N,M,,0,2186
0264103UG4806S,M,,0,2185
8932706UH3083S,M,,0,2185
2108104UG3910N,M,,0,2184
0758120UG4805N,M,,0,2183
2007906UG3910N,M,,0,2182
0264108UG4806S,M,,0,2180
0758121UG4805N,M,,0,2180
14900A11000093,M,,0,2180
7935502UG3973N,M,,0,2179
8635116UH3083N,M,,0,2179
0264107UG4806S,M,,0,2178
1757102UG4915N,M,,0,2178
0264106UG4806S,M,,0,2177
1487008UG4918N,M,,0,2177
14900A11000092,M,,0,2177
0160109UG4806S,M,,0,2174
6194101UG4969S,M,,0,2173
2108604UG3910N,M,,0,2172
0458107UG4805N,M,,0,2171
0363213UG4806S,M,,0,2170
14900A10909022,M,,0,2170
0264102UG4806S,M,,0,2169
0264105UG4806S,M,,0,2169
0057107UG4805N,M,,0,2168
0760413UG4806S,M,,0,2168
14900A11000031,M,,0,2166
0160103UG4806S,M,,0,2164
1979501UG4917N,M,,0,2161
0755302UG4905N,M,,0,2160
0057102UG4805N,M,,0,2159
0264104UG4806S,M,,0,2159
0758125UG4805N,M,,0,2157
0160108UG4806S,M,,0,2156
0363211UG4806S,M,,0,2154
0363201UG4806S,M,,0,2152
0160104UG4806S,M,,0,2151
0264111UG4806S,M,,0,2151
1491212UG4919S,M,,0,2150
0467103UG4806N,M,,0,2148
0658110UG4805N,M,,0,2147
8635128UH3083N,M,,0,2144
0160102UG4806S,M,,0,2143
2989705UG4928N,M,,0,2141
0458105UG4805N,M,,0,2140
0363214UG4806S,M,,0,2138
0758127UG4805N,M,,0,2136
3794061UG3939S,M,,0,2134
0758124UG4805N,M,,0,2133
0160107UG4806S,M,,0,2132
0363212UG4806S,M,,0,2132
0658102UG4805N,M,,0,2131
0758122UG4805N,M,,0,2131
0758126UG4805N,M,,0,2131
0160101UG4806S,M,,0,2130
0465207UG4806N,M,,0,2130
4373018UH4047S,M,,0,2127
1890520UG4919S,M,,0,2126
0758123UG4805N,M,,0,2122
0465208UG4806N,M,,0,2119
8880103UG4988S,M,,0,2119
0363210UG4806S,M,,0,2118
0658113UG4805N,M,,0,2116
0658114UG4805N,M,,0,2116
0160105UG4806S,M,,0,2115
2720510UH5022S,M,,0,2114
14900A10900075,M,,0,2113
0465203UG4806N,M,,0,2112
0467102UG4806N,M,,0,2112
8376405UG4987N,M,,0,2112
0160106UG4806S,M,,0,2111
0264101UG4806S,M,,0,2110
0557207UG4905N,M,,0,2108
5463301UG4956S,M,,0,2108
0669101UG4806N,M,,0,2107
0363206UG4806S,M,,0,2105
0760411UG4806S,M,,0,2105
0465209UG4806N,M,,0,2101
0465210UG4806N,M,,0,2100
8557203UG4985N,M,,0,2100
0465204UG4806N,M,,0,2099
7935505UG3973N,M,,0,2098
1065113UG4816N,M,,0,2097
3794058UG3939S,M,,0,2097
0658108UG4805N,M,,0,2095
0758118UG4805N,M,,0,2095
5694172UG4959S,M,,0,2095
0363209UG4806S,M,,0,2093
0467101UG4806N,M,,0,2089
0658109UG4805N,M,,0,2088
1065115UG4816N,M,,0,2087
3196013UG3939N,M,,0,2085
4462501UG4946S,M,,0,2085
1187618UG4918N,M,,0,2084
7937305UG3973N,M,,0,2082
0760412UG4806S,M,,0,2081
0465205UG4806N,M,,0,2078
0363203UG4806S,M,,0,2076
0363204UG4806S,M,,0,2076
0363205UG4806S,M,,0,2075
0458102UG4805N,M,,0,2075
14900A11000083,M,,0,2073
7935503UG3973N,M,,0,2073
0363208UG4806S,M,,0,2069
3597002UG3939N,M,,0,2066
0567609UG4806N,M,,0,2065
2006929UH3020N,M,,0,2065
0363207UG4806S,M,,0,2061
2007201UG3910N,M,,0,2060
2191104UG4929S,M,,0,2059
2989704UG4928N,M,,0,2058
1164106UG4816S,M,,0,2055
14900A10800017,M,,0,2054
1356302UG4915N,M,,0,2053
14900A10909021,M,,0,2053
14900A11000091,M,,0,2050
8374905UG4987S,M,,0,2048
8374906UG4987S,M,,0,2048
8932704UH3083S,M,,0,2045
1164108UG4816S,M,,0,2043
0567610UG4806N,M,,0,2041
1065106UG4816N,M,,0,2041
1065110UG4816N,M,,0,2041
7517607UH3071N,M,,0,2040
8343141UH3084S,M,,0,2040
1065114UG4816N,M,,0,2039
0758115UG4805N,M,,0,2038
3995046UG3939N,M,,0,2037
0758111UG4805N,M,,0,2036
0758113UG4805N,M,,0,2035
1164110UG4816S,M,,0,2035
0057103UG4805N,M,,0,2033
1164111UG4816S,M,,0,2033
0567612UG4806N,M,,0,2029
0760407UG4806S,M,,0,2029
1065108UG4816N,M,,0,2029
14900A10900076,M,,0,2028
0567611UG4806N,M,,0,2026
0567606UG4806N,M,,0,2024
1164112UG4816S,M,,0,2024
0567607UG4806N,M,,0,2023
1065105UG4816N,M,,0,2022
1164109UG4816S,M,,0,2022
56941A4UG4959S,M,,0,2022
1806506UG3910N,M,,0,2021
9953302UG3995S,M,,0,2021
0758117UG4805N,M,,0,2017
1977218UG4917N,M,,0,2017
2007903UG3910N,M,,0,2016
7937304UG3973N,M,,0,2016
1065109UG4816N,M,,0,2015
1164107UG4816S,M,,0,2015
3495007UG3939N,M,,0,2015
1164104UG4816S,M,,0,2014
0567605UG4806N,M,,0,2013
1164105UG4816S,M,,0,2011
8158201UG4985N,M,,0,2008
0363202UG4806S,M,,0,2007
1065107UG4816N,M,,0,2007
2007205UG3910N,M,,0,2006
2007904UG3910N,M,,0,2006
0758112UG4805N,M,,0,2004
2108103UG3910N,M,,0,2004
0160111UG4806S,M,,0,2003
3995042UG3939N,M,,0,2002
7935504UG3973N,M,,0,2002
0465206UG4806N,M,,0,2001
0465202UG4806N,M,,0,2000
0758116UG4805N,M,,0,2000
2512709UH4021S,M,,0,2000
2789575UG4928N,M,,0,2000
3794051UG3939S,M,,0,2000
4376016UH4047N,M,,0,2000
8043101UH3084S,M,,0,2000
8043106UH3084S,M,,0,2000
8147118UH3084N,M,,0,2000
9852220UG4995S,M,,0,2000
9953301UG3995S,M,,0,2000
9964306UG3996S,M,,0,2000
0758114UG4805N,M,,0,1999
2108601UG3910N,M,,0,1999
8776604UG4987N,M,,0,1999
0760408UG4806S,M,,0,1998
2007203UG3910N,M,,0,1996
2007902UG3910N,M,,0,1996
3187107UG4938N,M,,0,1996
2108603UG3910N,M,,0,1993
1164103UG4816S,M,,0,1990
9671019UG3997S,M,,0,1990
45104A0UG3941S,M,,0,1989
14900A10200164,M,,0,1987
1788705UG4918N,M,,0,1987
2773319UG4927S,M,,0,1987
2789563UG4928N,M,,0,1986
2789564UG4928N,M,,0,1986
3995001UG3939N,M,,0,1983
1974423UG4917S,M,,0,1982
2007905UG3910N,M,,0,1981
4305604UG3940N,M,,0,1980
2007204UG3910N,M,,0,1979
2987303UG4928N,M,,0,1979
3094009UG3939S,M,,0,1979
14900A11000109,M,,0,1978
2108602UG3910N,M,,0,1978
3794031UG3939S,M,,0,1976
2191105UG4929S,M,,0,1972
0567604UG4806N,M,,0,1970
2007202UG3910N,M,,0,1968
2108102UG3910N,M,,0,1967
2108101UG3910N,M,,0,1965
4180001UH4048S,M,,0,1961
2610001UH5021S,M,,0,1959
8136104UG3983N,M,,0,1959
3794024UG3939S,M,,0,1953
4373015UH4047S,M,,0,1950
2789577UG4928N,M,,0,1946
8635130UH3083N,M,,0,1943
8635131UH3083N,M,,0,1934
3719501UG4931N,M,,0,1931
8635118UH3083N,M,,0,1930
1890557UG4919S,M,,0,1924
3050002UG4935S,M,,0,1923
8648511UH3084N,M,,0,1920
8574805UG4987S,M,,0,1914
3794055UG3939S,M,,0,1908
1736502UG4913N,M,,0,1905
2050802UG4925S,M,,0,1900
8038615UG3983N,M,,0,1899
6098421UG4969N,M,,0,1897
14900A10900002,M,,0,1896
1736507UG4913N,M,,0,1895
0704601UG3900S,M,,0,1891
1890523UG4919S,M,,0,1882
3495084UG3939N,M,,0,1882
8635119UH3083N,M,,0,1879
2999203UG5929N,M,,0,1877
0754304UG4905S,M,,0,1876
2720511UH5022S,M,,0,1874
1379639UG4917N,M,,0,1871
1788701UG4918N,M,,0,1871
8007705UH3080N,M,,0,1870
2720509UH5022S,M,,0,1867
14900A10200101,M,,0,1866
4407620UG3940N,M,,0,1866
8635133UH3083N,M,,0,1864
1082516UG4918S,M,,0,1861
1890522UG4919S,M,,0,1858
3225526UG4932N,M,,0,1853
1386701UG4918N,M,,0,1851
2586863UG4928N,M,,0,1851
2586894UG4928N,M,,0,1851
14900A10800132,M,,0,1848
1788577UG4918N,M,,0,1848
8635135UH3083N,M,,0,1848
0782604UG4908S,M,,0,1847
0857603UG4905N,M,,0,1844
1788703UG4918N,M,,0,1839
5695501UG4959N,M,,0,1839
8038614UG3983N,M,,0,1838
1686701UG4918N,M,,0,1837
14900A08000018,M,,0,1832
8038618UG3983N,M,,0,1825
8574808UG4987S,M,,0,1824
2209203UG3910N,M,,0,1823
2209204UG3910N,M,,0,1819
4872502UH4047S,M,,0,1810
3316901UG4931N,M,,0,1806
5085117UG4958N,M,,0,1806
1890584UG4919S,M,,0,1804
2739101UG4923N,M,,0,1801
8038601UG3983N,M,,0,1801
3117902UG4931N,M,,0,1800
8147104UH3084N,M,,0,1800
7737205UG3973N,M,,0,1797
8635152UH3083N,M,,0,1796
1474704UG4917S,M,,0,1792
8136101UG3983N,M,,0,1791
3719502UG4931N,M,,0,1790
8635142UH3083N,M,,0,1784
2416022UH5021N,M,,0,1782
3920601UG4932S,M,,0,1781
3995010UG3939N,M,,0,1780
8834102UH3083S,M,,0,1780
8963204UG4986S,M,,0,1777
1937303UG4913N,M,,0,1767
25868B3UG4928N,M,,0,1767
3101008UH3030S,M,,0,1764
1890581UG4919S,M,,0,1763
5397401UG4959N,M,,0,1763
0918212UH4001N,M,,0,1762
8836902UH3083N,M,,0,1757
0983605UG4908S,M,,0,1751
3616301UG4931N,M,,0,1750
5694104UG4959S,M,,0,1750
8136110UG3983N,M,,0,1750
8136111UG3983N,M,,0,1750
8136112UG3983N,M,,0,1750
8574804UG4987S,M,,0,1749
1379616UG4917N,M,,0,1744
2750601UG4925S,M,,0,1744
2586860UG4928N,M,,0,1743
8834101UH3083S,M,,0,1743
2580716UG4928S,M,,0,1739
3655301UG4935N,M,,0,1739
1788558UG4918N,M,,0,1738
2586897UG4928N,M,,0,1737
1890526UG4919S,M,,0,1736
6331334UG3963S,M,,0,1736
1096510UG4919N,M,,0,1733
1096509UG4919N,M,,0,1731
1096502UG4919N,M,,0,1730
1096503UG4919N,M,,0,1730
1096504UG4919N,M,,0,1730
1096508UG4919N,M,,0,1730
8173701UG4987S,M,,0,1728
8173702UG4987S,M,,0,1728
8173703UG4987S,M,,0,1728
8173704UG4987S,M,,0,1728
8173705UG4987S,M,,0,1728
8173706UG4987S,M,,0,1728
8174401UG4987S,M,,0,1728
8174402UG4987S,M,,0,1728
8174403UG4987S,M,,0,1728
8174404UG4987S,M,,0,1728
8174405UG4987S,M,,0,1728
8174406UG4987S,M,,0,1728
1096501UG4919N,M,,0,1727
4677061UH4047N,M,,0,1725
8635125UH3083N,M,,0,1725
2789562UG4928N,M,,0,1723
3616302UG4931N,M,,0,1722
8574807UG4987S,M,,0,1713
2999025UG3929N,M,,0,1706
1598104UG4919N,M,,0,1705
1196612UG4919N,M,,0,1704
2586861UG4928N,M,,0,1703
4270402UG4947S,M,,0,1703
8635106UH3083N,M,,0,1703
1096507UG4919N,M,,0,1702
1196605UG4919N,M,,0,1702
8834117UH3083S,M,,0,1702
8834116UH3083S,M,,0,1701
4407921UG3940N,M,,0,1700
8343139UH3084S,M,,0,1700
8635141UH3083N,M,,0,1700
8635144UH3083N,M,,0,1699
1405403UG3910N,M,,0,1698
1974403UG4917S,M,,0,1698
2753490UG4925S,M,,0,1697
8635126UH3083N,M,,0,1692
7642118UH3074S,M,,0,1690
8043108UH3084S,M,,0,1689
3273711UG4937S,M,,0,1682
7737206UG3973N,M,,0,1681
7737212UG3973N,M,,0,1681
14900A10900065,M,,0,1677
8635143UH3083N,M,,0,1668
8932703UH3083S,M,,0,1668
7303403UH3070S,M,,0,1667
14900A10909002,M,,0,1655
1187644UG4918N,M,,0,1652
2999202UG5929N,M,,0,1650
8738133UH3083N,M,,0,1650
8635134UH3083N,M,,0,1649
3370819UG4937S,M,,0,1645
2586807UG4928N,M,,0,1642
8136105UG3983N,M,,0,1642
6331336UG3963S,M,,0,1641
4213301UG3941S,M,,0,1640
2486521UG4928N,M,,0,1638
3222030UH5032S,M,,0,1636
0681730UG4908S,M,,0,1631
1063501UG4916S,M,,0,1629
2773337UG4927S,M,,0,1624
5694184UG4959S,M,,0,1620
1305901UG3910N,M,,0,1616
1194807UG4919S,M,,0,1611
1191521UG4919S,M,,0,1610
2720508UH5022S,M,,0,1610
5748701UG4954N,M,,0,1609
8635108UH3083N,M,,0,1608
8136106UG3983N,M,,0,1606
0137801UG4903N,M,,0,1605
8574806UG4987S,M,,0,1601
1191520UG4919S,M,,0,1600
8343136UH3084S,M,,0,1599
8836323UG3983N,M,,0,1599
0681731UG4908S,M,,0,1598
3316902UG4931N,M,,0,1598
7741124UH3074S,M,,0,1597
2874208UG4927S,M,,0,1596
1190605UG4919S,M,,0,1595
1190606UG4919S,M,,0,1595
8136113UG3983N,M,,0,1594
8171902UG4987S,M,,0,1593
8171903UG4987S,M,,0,1593
8171904UG4987S,M,,0,1593
8171905UG4987S,M,,0,1593
8171906UG4987S,M,,0,1593
1706315UH3010N,M,,0,1589
0681729UG4908S,M,,0,1585
1890529UG4919S,M,,0,1585
8136108UG3983N,M,,0,1585
8635104UH3083N,M,,0,1585
3807904UG3930N,M,,0,1584
1187643UG4918N,M,,0,1583
8213410UH3081S,M,,0,1581
2586805UG4928N,M,,0,1579
8635109UH3083N,M,,0,1579
1187642UG4918N,M,,0,1573
8635140UH3083N,M,,0,1573
1806308UH3010N,M,,0,1571
8136109UG3983N,M,,0,1571
1187656UG4918N,M,,0,1570
8136107UG3983N,M,,0,1569
8635113UH3083N,M,,0,1568
8635124UH3083N,M,,0,1568
1934912UG4913S,M,,0,1567
7119821UG3971N,M,,0,1566
9952501UG3995S,M,,0,1565
9952502UG3995S,M,,0,1565
6018804UG3961N,M,,0,1564
7966614UG4976N,M,,0,1561
2486520UG4928N,M,,0,1560
2486516UG4928N,M,,0,1556
2586838UG4928N,M,,0,1555
2485702UG4928N,M,,0,1554
8635107UH3083N,M,,0,1554
8635149UH3083N,M,,0,1554
1194810UG4919S,M,,0,1553
1806306UH3010N,M,,0,1553
1191519UG4919S,M,,0,1552
2586840UG4928N,M,,0,1552
1193604UG4919S,M,,0,1551
8635110UH3083N,M,,0,1551
7737213UG3973N,M,,0,1550
8635111UH3083N,M,,0,1549
1184603UG4918S,M,,0,1548
1281412UG4918S,M,,0,1548
1184601UG4918S,M,,0,1546
2789502UG4928N,M,,0,1544
1194805UG4919S,M,,0,1543
1194806UG4919S,M,,0,1541
2006940UH3020N,M,,0,1541
8136114UG3983N,M,,0,1541
5698601UG4959N,M,,0,1539
8635105UH3083N,M,,0,1538
2580730UG4928S,M,,0,1537
1191504UG4919S,M,,0,1536
1191518UG4919S,M,,0,1535
14900A10900054,M,,0,1533
2134503UG4923S,M,,0,1533
2812009UH5021S,M,,0,1533
1194809UG4919S,M,,0,1531
1487004UG4918N,M,,0,1531
27733A0UG4927S,M,,0,1531
27733A1UG4927S,M,,0,1531
27733A2UG4927S,M,,0,1531
27733A3UG4927S,M,,0,1531
2973513UG4927S,M,,0,1529
4713908UG3941S,M,,0,1523
8136117UG3983N,M,,0,1522
8635103UH3083N,M,,0,1519
7642114UH3074S,M,,0,1518
1085804UG4918N,M,,0,1517
3155802UG4935N,M,,0,1517
1487001UG4918N,M,,0,1516
1487002UG4918N,M,,0,1516
1487005UG4918N,M,,0,1516
1487010UG4918N,M,,0,1516
8635146UH3083N,M,,0,1516
8635151UH3083N,M,,0,1516
8136116UG3983N,M,,0,1511
6376203UG5567N,M,,0,1510
1194808UG4919S,M,,0,1509
3794022UG3939S,M,,0,1509
9661802UG4996S,M,,0,1508
1388701UG4918N,M,,0,1507
1388702UG4918N,M,,0,1507
8635145UH3083N,M,,0,1507
1193602UG4919S,M,,0,1505
6485114UG4968N,M,,0,1505
8635148UH3083N,M,,0,1505
0042103UG4904S,M,,0,1503
0042101UG4904S,M,,0,1502
1190604UG4919S,M,,0,1502
2512710UH4021S,M,,0,1501
8136115UG3983N,M,,0,1501
8635147UH3083N,M,,0,1501
1082515UG4918S,M,,0,1500
1873701UG4917S,M,,0,1500
2512711UH4021S,M,,0,1500
2586808UG4928N,M,,0,1500
2773336UG4927S,M,,0,1500
2789506UG4928N,M,,0,1500
2789518UG4928N,M,,0,1500
2789519UG4928N,M,,0,1500
2789521UG4928N,M,,0,1500
2789523UG4928N,M,,0,1500
2791605UG4929S,M,,0,1500
2791607UG4929S,M,,0,1500
2791608UG4929S,M,,0,1500
2791609UG4929S,M,,0,1500
2791614UG4929S,M,,0,1500
2791616UG4929S,M,,0,1500
2791617UG4929S,M,,0,1500
2812026UH5021S,M,,0,1500
2877113UG4927N,M,,0,1500
2909315UH4020N,M,,0,1500
2909316UH4020N,M,,0,1500
2909317UH4020N,M,,0,1500
2909318UH4020N,M,,0,1500
