ref_catastral,codigo_uso,pc_31,valor_control,sup_bi
2909319UH4020N,M,,0,1500
2987308UG4928N,M,,0,1500
2987312UG4928N,M,,0,1500
2987326UG4928N,M,,0,1500
2987327UG4928N,M,,0,1500
2987328UG4928N,M,,0,1500
4668103UG3946N,M,,0,1500
5694174UG4959S,M,,0,1500
6191309UG4969S,M,,0,1500
7614019UG3971S,M,,0,1500
7737207UG3973N,M,,0,1500
7737208UG3973N,M,,0,1500
7737209UG3973N,M,,0,1500
7737210UG3973N,M,,0,1500
7737211UG3973N,M,,0,1500
7741107UH3074S,M,,0,1500
7741117UH3074S,M,,0,1500
7741119UH3074S,M,,0,1500
8043119UH3084S,M,,0,1500
8043131UH3084S,M,,0,1500
8043138UH3084S,M,,0,1500
8145105UH3084N,M,,0,1500
8145111UH3084N,M,,0,1500
8343138UH3084S,M,,0,1500
8347105UH3084N,M,,0,1500
8635139UH3083N,M,,0,1500
8738115UH3083N,M,,0,1500
8738117UH3083N,M,,0,1500
8738118UH3083N,M,,0,1500
8835304UH3083N,M,,0,1500
8836905UH3083N,M,,0,1500
9750150UG4995S,M,,0,1500
9848312UG4994N,M,,0,1500
0809910UG3900N,M,,0,1499
1187645UG4918N,M,,0,1499
1193603UG4919S,M,,0,1499
9873059UG3997S,M,,0,1499
3483406UG4938S,M,,0,1497
1193601UG4919S,M,,0,1496
2059201UG4925N,M,,0,1496
2586817UG4928N,M,,0,1495
9260102UG4996S,M,,0,1495
5114408UG3951S,M,,0,1494
0782618UG4908S,M,,0,1492
0808971UG3900N,M,,0,1492
1485130UG4918N,M,,0,1492
1190603UG4919S,M,,0,1488
1491206UG4919S,M,,0,1488
2586822UG4928N,M,,0,1486
4510427UG3941S,M,,0,1486
1388703UG4918N,M,,0,1485
1388704UG4918N,M,,0,1485
1388708UG4918N,M,,0,1485
1388709UG4918N,M,,0,1485
1388710UG4918N,M,,0,1485
1388711UG4918N,M,,0,1485
1388712UG4918N,M,,0,1485
7814012UG3971S,M,,0,1481
7741109UH3074S,M,,0,1480
9562807UG4996S,M,,0,1478
000600300UG39B,M,,0,1477
1706308UH3010N,M,,0,1477
2586801UG4928N,M,,0,1477
3794043UG3939S,M,,0,1477
1405704UG3910N,M,,0,1476
5318505UG3951N,M,,0,1476
1194802UG4919S,M,,0,1475
1194803UG4919S,M,,0,1475
2791613UG4929S,M,,0,1475
4975032UH4047N,M,,0,1475
1191517UG4919S,M,,0,1474
2586814UG4928N,M,,0,1474
2586829UG4928N,M,,0,1474
2586830UG4928N,M,,0,1474
2586831UG4928N,M,,0,1474
1187637UG4918N,M,,0,1473
1187638UG4918N,M,,0,1473
1187639UG4918N,M,,0,1473
1187640UG4918N,M,,0,1473
1187641UG4918N,M,,0,1473
1194801UG4919S,M,,0,1473
1491209UG4919S,M,,0,1473
1190602UG4919S,M,,0,1470
1388705UG4918N,M,,0,1469
1489601UG4918N,M,,0,1469
1489603UG4918N,M,,0,1469
1489604UG4918N,M,,0,1468
1489605UG4918N,M,,0,1468
1489606UG4918N,M,,0,1468
1489607UG4918N,M,,0,1468
1489608UG4918N,M,,0,1468
1191510UG4919S,M,,0,1466
1191502UG4919S,M,,0,1465
1388804UG4918N,M,,0,1465
1190607UG4919S,M,,0,1464
1388706UG4918N,M,,0,1464
1490301UG4919S,M,,0,1464
1388707UG4918N,M,,0,1463
1390405UG4919S,M,,0,1463
1390406UG4919S,M,,0,1463
1490302UG4919S,M,,0,1463
1490303UG4919S,M,,0,1463
1490305UG4919S,M,,0,1463
1490306UG4919S,M,,0,1463
1490307UG4919S,M,,0,1463
1390401UG4919S,M,,0,1462
1390402UG4919S,M,,0,1462
1390403UG4919S,M,,0,1462
1487009UG4918N,M,,0,1462
1490304UG4919S,M,,0,1462
1490308UG4919S,M,,0,1462
1490309UG4919S,M,,0,1462
0681720UG4908S,M,,0,1461
1391217UG4919S,M,,0,1461
1491207UG4919S,M,,0,1461
1491605UG4919S,M,,0,1461
1390404UG4919S,M,,0,1460
1486101UG4918N,M,,0,1460
1486102UG4918N,M,,0,1460
1486103UG4918N,M,,0,1460
2209201UG3910N,M,,0,1460
1191503UG4919S,M,,0,1459
1191505UG4919S,M,,0,1459
1191516UG4919S,M,,0,1459
1391216UG4919S,M,,0,1458
1491606UG4919S,M,,0,1458
2789505UG4928N,M,,0,1458
1190608UG4919S,M,,0,1457
1391201UG4919S,M,,0,1457
1391202UG4919S,M,,0,1457
1777202UG4917N,M,,0,1457
7741110UH3074S,M,,0,1456
14900A10800114,M,,0,1455
1491201UG4919S,M,,0,1455
1491604UG4919S,M,,0,1455
3704710UG3930S,M,,0,1455
1187636UG4918N,M,,0,1454
1187654UG4918N,M,,0,1454
1187655UG4918N,M,,0,1454
1391215UG4919S,M,,0,1453
1190504UG4919S,M,,0,1452
1191506UG4919S,M,,0,1452
1191507UG4919S,M,,0,1452
1391208UG4919S,M,,0,1452
1391214UG4919S,M,,0,1452
1491204UG4919S,M,,0,1452
1491208UG4919S,M,,0,1452
1588108UG4918N,M,,0,1452
2209202UG3910N,M,,0,1452
1190501UG4919S,M,,0,1451
1190502UG4919S,M,,0,1451
1190503UG4919S,M,,0,1451
1190601UG4919S,M,,0,1451
1191508UG4919S,M,,0,1451
1191509UG4919S,M,,0,1451
1191513UG4919S,M,,0,1451
1191514UG4919S,M,,0,1451
1191515UG4919S,M,,0,1451
1194804UG4919S,M,,0,1451
1391204UG4919S,M,,0,1451
1391209UG4919S,M,,0,1451
1391212UG4919S,M,,0,1451
1487003UG4918N,M,,0,1451
1588103UG4918N,M,,0,1451
1588104UG4918N,M,,0,1451
1588105UG4918N,M,,0,1451
1588106UG4918N,M,,0,1451
1588107UG4918N,M,,0,1451
1588109UG4918N,M,,0,1451
1092801UG4919S,M,,0,1450
1092802UG4919S,M,,0,1450
1092803UG4919S,M,,0,1450
1092804UG4919S,M,,0,1450
1092805UG4919S,M,,0,1450
1092806UG4919S,M,,0,1450
1092807UG4919S,M,,0,1450
1191511UG4919S,M,,0,1450
1191512UG4919S,M,,0,1450
1288901UG4918N,M,,0,1450
1288902UG4918N,M,,0,1450
1288903UG4918N,M,,0,1450
1288904UG4918N,M,,0,1450
1288905UG4918N,M,,0,1450
1288906UG4918N,M,,0,1450
1288907UG4918N,M,,0,1450
1288908UG4918N,M,,0,1450
1288909UG4918N,M,,0,1450
1288910UG4918N,M,,0,1450
1288911UG4918N,M,,0,1450
1391203UG4919S,M,,0,1450
1391205UG4919S,M,,0,1450
1391206UG4919S,M,,0,1450
1391207UG4919S,M,,0,1450
1391210UG4919S,M,,0,1450
1391211UG4919S,M,,0,1450
1391213UG4919S,M,,0,1450
1391218UG4919S,M,,0,1450
1491202UG4919S,M,,0,1450
1491210UG4919S,M,,0,1450
1491211UG4919S,M,,0,1450
1588101UG4918N,M,,0,1450
1588102UG4918N,M,,0,1450
3995024UG3939N,M,,0,1450
2773313UG4927S,M,,0,1449
2720521UH5022S,M,,0,1448
2237409UG4923N,M,,0,1447
0782617UG4908S,M,,0,1444
0810905UG3901S,M,,0,1441
5984111UG4958S,M,,0,1441
2720506UH5022S,M,,0,1438
1890582UG4919S,M,,0,1436
2667308UG4926N,M,,0,1433
1082517UG4918S,M,,0,1430
14900A11000108,M,,0,1429
1608302UH3010N,M,,0,1420
9873058UG3997S,M,,0,1419
3281505UG4938S,M,,0,1415
2586896UG4928N,M,,0,1411
2773306UG4927S,M,,0,1411
2773351UG4927S,M,,0,1411
2773359UG4927S,M,,0,1411
7362704UG4976S,M,,0,1405
3283803UG4938S,M,,0,1402
6521302UG3961N,M,,0,1402
7218707UG3971N,M,,0,1402
7218708UG3971N,M,,0,1402
56941D4UG4959S,M,,0,1400
8061911UG4986S,M,,0,1396
2609312UH5020N,M,,0,1393
4677020UH4047N,M,,0,1392
1085806UG4918N,M,,0,1391
1474707UG4917S,M,,0,1391
4677059UH4047N,M,,0,1384
5100901UH4050S,M,,0,1383
5363301UG4956S,M,,0,1383
5364701UG4956S,M,,0,1383
1684551UG4918S,M,,0,1382
0880215UG4908S,M,,0,1380
1281413UG4918S,M,,0,1380
2791615UG4929S,M,,0,1378
2609381UH5020N,M,,0,1374
0455402UG4905N,M,,0,1373
2486517UG4928N,M,,0,1373
9873057UG3997S,M,,0,1373
8145107UH3084N,M,,0,1372
3873626UG4937S,M,,0,1371
3370825UG4937S,M,,0,1368
3370822UG4937S,M,,0,1367
0812916UG3901S,M,,0,1366
4217005UG3941N,M,,0,1364
1184608UG4918S,M,,0,1362
1582412UG4918S,M,,0,1360
8436717UG3983N,M,,0,1359
4153943UG4945S,M,,0,1357
1890531UG4919S,M,,0,1356
0782616UG4908S,M,,0,1355
3187111UG4938N,M,,0,1355
0880206UG4908S,M,,0,1353
3225519UG4932N,M,,0,1353
4646221UG4944N,M,,0,1353
0655304UG4905N,M,,0,1352
7959301UG4975N,M,,0,1350
3281510UG4938S,M,,0,1349
2789517UG4928N,M,,0,1348
8436716UG3983N,M,,0,1348
6221202UG3962S,M,,0,1344
1281406UG4918S,M,,0,1340
6378211UG5567N,M,,0,1340
7966607UG4976N,M,,0,1340
4371701UG4947S,M,,0,1333
0880212UG4908S,M,,0,1328
2789504UG4928N,M,,0,1328
0880213UG4908S,M,,0,1325
14900A06800164,M,,0,1325
8177101UG4987N,M,,0,1325
0880210UG4908S,M,,0,1323
1806511UG3910N,M,,0,1323
0979206UG4907N,M,,0,1322
1082518UG4918S,M,,0,1320
1082519UG4918S,M,,0,1320
2987335UG4928N,M,,0,1319
0880211UG4908S,M,,0,1317
0979209UG4907N,M,,0,1315
2083329UG4928S,M,,0,1315
0880202UG4908S,M,,0,1311
0880214UG4908S,M,,0,1311
0981708UG4908S,M,,0,1311
2789538UG4928N,M,,0,1311
4677060UH4047N,M,,0,1311
0782605UG4908S,M,,0,1310
1257102UG4915N,M,,0,1307
8061903UG4986S,M,,0,1305
0880205UG4908S,M,,0,1302
0981706UG4908S,M,,0,1301
2580732UG4928S,M,,0,1300
0981707UG4908S,M,,0,1298
2621409UH5022S,M,,0,1297
0880201UG4908S,M,,0,1294
0812907UG3901S,M,,0,1291
8866331UG4986N,M,,0,1290
4364301UG4946S,M,,0,1289
4970024UH4047S,M,,0,1286
4975029UH4047N,M,,0,1286
4971006UH4047S,M,,0,1285
0979212UG4907N,M,,0,1283
1836101UG4913N,M,,0,1283
3225523UG4932N,M,,0,1281
0979213UG4907N,M,,0,1280
1890586UG4919S,M,,0,1279
1608307UH3010N,M,,0,1278
1080606UG4918S,M,,0,1275
2999018UG3929N,M,,0,1274
7940808UH3074S,M,,0,1271
3483404UG4938S,M,,0,1270
3483405UG4938S,M,,0,1270
0880218UG4908S,M,,0,1269
1873709UG4917S,M,,0,1269
1080604UG4918S,M,,0,1263
1080607UG4918S,M,,0,1263
4673041UH4047S,M,,0,1263
0880204UG4908S,M,,0,1260
1085803UG4918N,M,,0,1260
3299911UG3939N,M,,0,1260
0880203UG4908S,M,,0,1258
3281515UG4938S,M,,0,1258
3281516UG4938S,M,,0,1258
2987332UG4928N,M,,0,1255
9873060UG3997S,M,,0,1255
0983601UG4908S,M,,0,1253
1281417UG4918S,M,,0,1252
2773310UG4927S,M,,0,1251
2773311UG4927S,M,,0,1251
0480306UG4908S,M,,0,1250
0480309UG4908S,M,,0,1250
0579901UG4907N,M,,0,1250
0579902UG4907N,M,,0,1250
0579903UG4907N,M,,0,1250
0782606UG4908S,M,,0,1250
0782611UG4908S,M,,0,1250
0782612UG4908S,M,,0,1250
1080605UG4918S,M,,0,1250
1281418UG4918S,M,,0,1250
2174703UG4927S,M,,0,1250
2174705UG4927S,M,,0,1250
2579704UG4927N,M,,0,1250
2580729UG4928S,M,,0,1250
2773322UG4927S,M,,0,1250
2773335UG4927S,M,,0,1250
27733A4UG4927S,M,,0,1250
2877112UG4927N,M,,0,1250
3281517UG4938S,M,,0,1250
5196115UG4959N,M,,0,1250
9769019UG3996N,M,,0,1250
7966617UG4976N,M,,0,1249
8574803UG4987S,M,,0,1249
0857609UG4905N,M,,0,1248
2789588UG4928N,M,,0,1248
3225514UG4932N,M,,0,1246
3373829UG4937S,M,,0,1246
1806512UG3910N,M,,0,1245
14900A08000207,M,,0,1241
9873056UG3997S,M,,0,1239
8060704UG4986S,M,,0,1237
4510409UG3941S,M,,0,1234
5044102UG4954S,M,,0,1233
1788595UG4918N,M,,0,1227
1788594UG4918N,M,,0,1226
2987331UG4928N,M,,0,1226
7614024UG3971S,M,,0,1226
2872105UG4927S,M,,0,1224
0814901UG3901S,M,,0,1223
3100024UH3030S,M,,0,1220
0983603UG4908S,M,,0,1215
5046501UG4954N,M,,0,1214
2789589UG4928N,M,,0,1204
2789587UG4928N,M,,0,1203
3085504UG4938N,M,,0,1203
5748401UG4954N,M,,0,1203
2586802UG4928N,M,,0,1202
0983602UG4908S,M,,0,1200
1281416UG4918S,M,,0,1200
2517331UG4921N,M,,0,1200
4407907UG3940N,M,,0,1200
8635136UH3083N,M,,0,1200
9848351UG4994N,M,,0,1200
2791621UG4929S,M,,0,1198
9873066UG3997S,M,,0,1192
9873067UG3997S,M,,0,1192
1679575UG4917N,M,,0,1190
2999005UG3929N,M,,0,1190
4675002UH4047N,M,,0,1190
6378202UG5567N,M,,0,1190
3503903UH5030S,M,,0,1184
3794053UG3939S,M,,0,1184
4988112UG4948N,M,,0,1183
1806510UG3910N,M,,0,1181
1684561UG4918S,M,,0,1178
27733B3UG4927S,M,,0,1178
1679579UG4917N,M,,0,1177
1679580UG4917N,M,,0,1177
0979205UG4907N,M,,0,1170
5720933UG3952S,M,,0,1170
8635401UG3983N,M,,0,1164
1788518UG4918N,M,,0,1162
2621410UH5022S,M,,0,1156
4705124UG3940N,M,,0,1155
3509601UG3930N,M,,0,1154
5997902UG4959N,M,,0,1154
7940801UH3074S,M,,0,1154
4407929UG3940N,M,,0,1149
9772104UG3997S,M,,0,1149
2112030UH5021S,M,,0,1148
2584612UG4928S,M,,0,1147
2584613UG4928S,M,,0,1147
2720517UH5022S,M,,0,1146
3100015UH3030S,M,,0,1146
9863108UG4996S,M,,0,1145
1686801UG4918N,M,,0,1142
14900A10900364,M,,0,1139
6376202UG5567N,M,,0,1138
5138501UG4953N,M,,0,1135
2237401UG4923N,M,,0,1130
1660601UG4916S,M,,0,1124
0219044UG4901N,M,,0,1122
17885B0UG4918N,M,,0,1121
0754301UG4905S,M,,0,1117
4677016UH4047N,M,,0,1117
7940809UH3074S,M,,0,1117
9142410UG3994S,M,,0,1113
14900A10900344,M,,0,1112
2873702UG4927S,M,,0,1111
4163703UG4946S,M,,0,1111
9873055UG3997S,M,,0,1111
2720518UH5022S,M,,0,1108
2789503UG4928N,M,,0,1107
6378212UG5567N,M,,0,1103
2667311UG4926N,M,,0,1101
4407902UG3940N,M,,0,1100
1785312UG4918N,M,,0,1098
3373831UG4937S,M,,0,1096
3373832UG4937S,M,,0,1096
3373833UG4937S,M,,0,1096
8061908UG4986S,M,,0,1094
7614031UG3971S,M,,0,1093
2083328UG4928S,M,,0,1089
14900A06800195,M,,0,1086
6286109UG4968N,M,,0,1086
2608922UH4020N,M,,0,1084
6379003UG5567N,M,,0,1084
1390407UG4919S,M,,0,1083
6720609UG3962S,M,,0,1083
14900A10900309,M,,0,1082
2083327UG4928S,M,,0,1082
8061907UG4986S,M,,0,1082
8574801UG4987S,M,,0,1082
6286107UG4968N,M,,0,1080
1980509UG4918S,M,,0,1076
2773399UG4927S,M,,0,1076
6286104UG4968N,M,,0,1076
2773353UG4927S,M,,0,1075
6286108UG4968N,M,,0,1075
9873061UG3997S,M,,0,1073
14900A10900271,M,,0,1072
2082701UG4928S,M,,0,1072
2211001UG3921S,M,,0,1072
7966615UG4976N,M,,0,1071
14900A10900310,M,,0,1069
1974412UG4917S,M,,0,1067
1980510UG4918S,M,,0,1067
4277603UH4047N,M,,0,1065
2720516UH5022S,M,,0,1064
1478710UG4917N,M,,0,1062
3222090UH5032S,M,,0,1060
4697307UG5949N,M,,0,1060
4697308UG5949N,M,,0,1060
9562815UG4996S,M,,0,1060
8836320UG3983N,M,,0,1058
9848323UG4994N,M,,0,1056
3373836UG4937S,M,,0,1054
9772105UG3997S,M,,0,1054
2720504UH5022S,M,,0,1053
2873703UG4927S,M,,0,1052
2067207UG4926N,M,,0,1050
7814009UG3971S,M,,0,1050
2999020UG3929N,M,,0,1048
5382170UG4958S,M,,0,1048
4135617UG4943N,M,,0,1047
2720520UH5022S,M,,0,1046
2875307UG4927N,M,,0,1046
2999017UG3929N,M,,0,1045
27733B2UG4927S,M,,0,1044
2082714UG4928S,M,,0,1043
2773391UG4927S,M,,0,1043
27733B6UG4927S,M,,0,1043
27733B7UG4927S,M,,0,1043
2789555UG4928N,M,,0,1042
2789552UG4928N,M,,0,1041
2789553UG4928N,M,,0,1041
2882108UG4928S,M,,0,1040
2882131UG4928S,M,,0,1040
4453519UG4945S,M,,0,1040
2083326UG4928S,M,,0,1039
2999019UG3929N,M,,0,1039
3373830UG4937S,M,,0,1039
8836309UG3983N,M,,0,1038
9562806UG4996S,M,,0,1038
2486515UG4928N,M,,0,1037
2720519UH5022S,M,,0,1037
9562805UG4996S,M,,0,1037
3108502UH5030N,M,,0,1036
2999021UG3929N,M,,0,1033
14900A11000086,M,,0,1032
56941C5UG4959S,M,,0,1032
2873714UG4927S,M,,0,1030
2873715UG4927S,M,,0,1029
9873068UG3997S,M,,0,1029
8611704UG3981S,M,,0,1028
2082719UG4928S,M,,0,1026
8133916UG3983S,M,,0,1019
1476114UG4917N,M,,0,1018
4163702UG4946S,M,,0,1018
2108517UH5020N,M,,0,1015
1980511UG4918S,M,,0,1014
1679565UG4917N,M,,0,1013
1980504UG4918S,M,,0,1012
2999022UG3929N,M,,0,1011
2082718UG4928S,M,,0,1009
4988117UG4948N,M,,0,1009
1980503UG4918S,M,,0,1008
4277614UH4047N,M,,0,1005
8561119UG4986S,M,,0,1005
4667910UG4946N,M,,0,1003
0754305UG4905S,M,,0,1002
1184301UG4918S,M,,0,1002
0219049UG4901N,M,,0,1000
0489515UG3808N,M,,0,1000
1873702UG4917S,M,,0,1000
2486508UG4928N,M,,0,1000
2486511UG4928N,M,,0,1000
3196003UG3939N,M,,0,1000
3196033UG3939N,M,,0,1000
3277791UG4937N,M,,0,1000
3438602UG4933N,M,,0,1000
4407910UG3940N,M,,0,1000
4713904UG3941S,M,,0,1000
8313024UG3981S,M,,0,1000
8313040UG3981S,M,,0,1000
8738123UH3083N,M,,0,1000
1679501UG4917N,M,,0,998
7031510UG3973S,M,,0,997
1914711UG4911S,M,,0,996
0493702UG3809S,M,,0,995
1210220UG3911S,M,,0,995
1210221UG3911S,M,,0,995
1210222UG3911S,M,,0,995
2083333UG4928S,M,,0,995
9873062UG3997S,M,,0,995
4295509UG5949N,M,,0,993
2867808UG4926N,M,,0,989
4277601UH4047N,M,,0,989
4477304UH4047N,M,,0,986
5382153UG4958S,M,,0,985
9873054UG3997S,M,,0,984
7940806UH3074S,M,,0,982
9848350UG4994N,M,,0,981
2083332UG4928S,M,,0,979
1980507UG4918S,M,,0,978
2999013UG3929N,M,,0,978
1684560UG4918S,M,,0,977
2586898UG4928N,M,,0,977
9873063UG3997S,M,,0,977
1785313UG4918N,M,,0,976
4945908UG4944N,M,,0,976
2999016UG3929N,M,,0,975
2082721UG4928S,M,,0,974
4277612UH4047N,M,,0,972
1736506UG4913N,M,,0,971
1785315UG4918N,M,,0,971
2083331UG4928S,M,,0,971
5720917UG3952S,M,,0,971
2967707UG4926N,M,,0,970
2486514UG4928N,M,,0,968
2372625UG4927S,M,,0,966
2584608UG4928S,M,,0,966
2681414UG4928S,M,,0,966
2186424UG4928N,M,,0,965
14900A06800134,M,,0,964
3430202UG4933S,M,,0,964
1679564UG4917N,M,,0,963
1875720UG4917N,M,,0,963
2286206UG4928N,M,,0,963
2286207UG4928N,M,,0,963
0810935UG3901S,M,,0,962
0810936UG3901S,M,,0,962
1875722UG4917N,M,,0,962
2286210UG4928N,M,,0,962
4677021UH4047N,M,,0,962
1875721UG4917N,M,,0,961
2286209UG4928N,M,,0,960
2999014UG3929N,M,,0,960
4378601UH4047N,M,,0,960
4677017UH4047N,M,,0,960
1679562UG4917N,M,,0,959
2486503UG4928N,M,,0,958
2486504UG4928N,M,,0,958
4378602UH4047N,M,,0,958
0810903UG3901S,M,,0,957
1980501UG4918S,M,,0,957
2584610UG4928S,M,,0,957
4477303UH4047N,M,,0,957
4277602UH4047N,M,,0,956
8060703UG4986S,M,,0,956
2486513UG4928N,M,,0,955
1788597UG4918N,M,,0,954
2584611UG4928S,M,,0,954
0810904UG3901S,M,,0,953
0810919UG3901S,M,,0,953
2588201UG4928N,M,,0,953
3198016UG3939N,M,,0,953
0810932UG3901S,M,,0,952
1679563UG4917N,M,,0,952
1736503UG4913N,M,,0,952
1980502UG4918S,M,,0,952
2999015UG3929N,M,,0,952
3198015UG3939N,M,,0,952
3198026UG3939N,M,,0,952
3198027UG3939N,M,,0,952
3373834UG4937S,M,,0,952
3373835UG4937S,M,,0,952
14900A11000050,M,,0,951
1980508UG4918S,M,,0,951
2486512UG4928N,M,,0,951
2486519UG4928N,M,,0,950
4677022UH4047N,M,,0,950
4677023UH4047N,M,,0,950
9772101UG3997S,M,,0,950
9772102UG3997S,M,,0,950
9772103UG3997S,M,,0,950
9772106UG3997S,M,,0,950
9772107UG3997S,M,,0,950
9772108UG3997S,M,,0,950
9772109UG3997S,M,,0,950
9772110UG3997S,M,,0,950
9772111UG3997S,M,,0,950
9772112UG3997S,M,,0,950
9772113UG3997S,M,,0,950
9772114UG3997S,M,,0,950
9873064UG3997S,M,,0,950
9873065UG3997S,M,,0,950
2586899UG4928N,M,,0,948
2846302UG4924N,M,,0,948
0809915UG3900N,M,,0,947
0810929UG3901S,M,,0,947
3225520UG4932N,M,,0,947
6321211UG3962S,M,,0,946
0809937UG3900N,M,,0,945
0809938UG3900N,M,,0,945
5139801UG4953N,M,,0,945
1187646UG4918N,M,,0,944
2486518UG4928N,M,,0,943
4675010UH4047N,M,,0,943
0812930UG3901S,M,,0,942
7940810UH3074S,M,,0,941
7932214UG3973S,M,,0,936
0812929UG3901S,M,,0,935
0812909UG3901S,M,,0,933
6797603UG3869N,M,,0,933
2588232UG4928N,M,,0,931
4677050UH4047N,M,,0,931
5583103UG4958S,M,,0,931
7940811UH3074S,M,,0,931
0812925UG3901S,M,,0,929
0812920UG3901S,M,,0,927
7940813UH3074S,M,,0,924
8170201UG4987S,M,,0,924
8170202UG4987S,M,,0,924
8170203UG4987S,M,,0,924
0812918UG3901S,M,,0,923
25868A0UG4928N,M,,0,920
0809940UG3900N,M,,0,919
2108516UH5020N,M,,0,919
8133908UG3983S,M,,0,917
4378603UH4047N,M,,0,915
7833601UG3973S,M,,0,913
7833611UG3973S,M,,0,913
7833614UG3973S,M,,0,913
7833624UG3973S,M,,0,913
7834901UG3973S,M,,0,913
7834911UG3973S,M,,0,913
7834914UG3973S,M,,0,913
7834924UG3973S,M,,0,913
7932201UG3973S,M,,0,913
7932211UG3973S,M,,0,913
4543107UG4944S,M,,0,912
1657303UG4915N,M,,0,909
0493713UG3809S,M,,0,902
25868A1UG4928N,M,,0,902
8133901UG3983S,M,,0,902
7071074UG4977S,M,,0,900
0812905UG3901S,M,,0,899
0812921UG3901S,M,,0,899
3794054UG3939S,M,,0,899
4477305UH4047N,M,,0,897
8836312UG3983N,M,,0,896
25868A2UG4928N,M,,0,894
2029812UG4922N,M,,0,893
25868A3UG4928N,M,,0,887
2872110UG4927S,M,,0,887
25868A4UG4928N,M,,0,885
25868A8UG4928N,M,,0,885
4277610UH4047N,M,,0,884
25868A7UG4928N,M,,0,883
2588212UG4928N,M,,0,883
7940812UH3074S,M,,0,883
25868A5UG4928N,M,,0,881
2588220UG4928N,M,,0,881
25868A6UG4928N,M,,0,880
8134901UG3983S,M,,0,879
6276407UG5567N,M,,0,878
5463101UG4956S,M,,0,875
5463901UG4956S,M,,0,875
8134911UG3983S,M,,0,875
2153703UG4925S,M,,0,874
6058202UG4965N,M,,0,874
4677051UH4047N,M,,0,873
2621411UH5022S,M,,0,871
4477309UH4047N,M,,0,870
4942423UG4944S,M,,0,869
4677052UH4047N,M,,0,868
2108513UH5020N,M,,0,866
1011201UG3911S,M,,0,863
14900A10900384,M,,0,863
25868B0UG4928N,M,,0,861
4277605UH4047N,M,,0,861
4277606UH4047N,M,,0,861
8133909UG3983S,M,,0,858
8134924UG3983S,M,,0,856
8071701UG4987S,M,,0,851
8071702UG4987S,M,,0,851
8071703UG4987S,M,,0,851
8071704UG4987S,M,,0,851
8071705UG4987S,M,,0,851
8071706UG4987S,M,,0,851
8071707UG4987S,M,,0,851
8071708UG4987S,M,,0,851
8071709UG4987S,M,,0,851
1111130UG3911S,M,,0,850
2108514UH5020N,M,,0,850
1979506UG4917N,M,,0,849
2416021UH5021N,M,,0,849
2165811UG4926N,M,,0,847
2515011UH5021N,M,,0,847
2588221UG4928N,M,,0,845
2108515UH5020N,M,,0,840
4295507UG5949N,M,,0,840
1111170UG3911S,M,,0,835
1285201UG4918N,M,,0,832
0719065UG4901N,M,,0,830
1047301UG4914N,M,,0,830
0812933UG3901S,M,,0,829
6331305UG3963S,M,,0,828
2494309UG5929S,M,,0,826
2494310UG5929S,M,,0,825
25868A9UG4928N,M,,0,824
2971919UG4927S,M,,0,820
4677055UH4047N,M,,0,820
2873717UG4927S,M,,0,819
8738126UH3083N,M,,0,818
0809925UG3900N,M,,0,816
8134914UG3983S,M,,0,812
1257103UG4915N,M,,0,808
4677054UH4047N,M,,0,808
6052405UG4965S,M,,0,808
7961801UG4976S,M,,0,807
4677043UH4047N,M,,0,805
2515014UH5021N,M,,0,804
5352923UG4955S,M,,0,804
14900A10900276,M,,0,803
1657302UG4915N,M,,0,800
2588222UG4928N,M,,0,800
5382114UG4958S,M,,0,800
5382115UG4958S,M,,0,800
8173301UG4987S,M,,0,799
8173302UG4987S,M,,0,799
8173303UG4987S,M,,0,799
8173304UG4987S,M,,0,799
8173305UG4987S,M,,0,799
8173306UG4987S,M,,0,799
8173307UG4987S,M,,0,799
8173308UG4987S,M,,0,799
8173309UG4987S,M,,0,799
8173310UG4987S,M,,0,799
8173311UG4987S,M,,0,799
8173312UG4987S,M,,0,799
4677053UH4047N,M,,0,798
4477307UH4047N,M,,0,796
7940815UH3074S,M,,0,787
14900A06800163,M,,0,783
2416018UH5021N,M,,0,782
4677037UH4047N,M,,0,782
14900A11000099,M,,0,780
1657301UG4915N,M,,0,780
3094308UG3939S,M,,0,780
2416017UH5021N,M,,0,777
2515009UH5021N,M,,0,777
6331306UG3963S,M,,0,775
8635410UG3983N,M,,0,774
14900A10900066,M,,0,772
7761231UG4976S,M,,0,772
8060701UG4986S,M,,0,771
2410011UH5021S,M,,0,770
3498004UG3939N,M,,0,769
3498008UG3939N,M,,0,769
3498009UG3939N,M,,0,769
3498010UG3939N,M,,0,769
3498011UG3939N,M,,0,769
3498012UG3939N,M,,0,769
3849649UG4934N,M,,0,768
1111123UG3911S,M,,0,767
1111168UG3911S,M,,0,767
2068411UG4926N,M,,0,767
7073022UG4977S,M,,0,765
4677048UH4047N,M,,0,764
2971917UG4927S,M,,0,763
4477306UH4047N,M,,0,763
7940805UH3074S,M,,0,762
0808953UG3900N,M,,0,761
4677042UH4047N,M,,0,760
4677057UH4047N,M,,0,760
3271204UG4937S,M,,0,757
4477308UH4047N,M,,0,757
4677056UH4047N,M,,0,756
2966204UG4926N,M,,0,751
2971920UG4927S,M,,0,751
14900A08600075,M,,0,750
14900A08600076,M,,0,750
2068404UG4926N,M,,0,750
2068409UG4926N,M,,0,750
2967710UG4926N,M,,0,750
3370206UG4937S,M,,0,750
